/*********************************************
 * OPL 12.9.0.0 Data
 * Author: Administrator
 * Creation Date: 2019年7月25日 at 下午3:57:23
 *********************************************/
nbJobs = 10;
nbStages = 5;

nbMach = [2,3,3,2,3];
nbWker = [2,2,2,2,2];

Ops = {
<	1	,	0	,	0	>	,
<	2	,	0	,	1	>	,
<	3	,	0	,	2	>	,
<	4	,	0	,	3	>	,
<	5	,	0	,	4	>	,
<	6	,	1	,	0	>	,
<	7	,	1	,	1	>	,
<	8	,	1	,	2	>	,
<	9	,	1	,	3	>	,
<	10	,	1	,	4	>	,
<	11	,	2	,	0	>	,
<	12	,	2	,	1	>	,
<	13	,	2	,	2	>	,
<	14	,	2	,	3	>	,
<	15	,	2	,	4	>	,
<	16	,	3	,	0	>	,
<	17	,	3	,	1	>	,
<	18	,	3	,	2	>	,
<	19	,	3	,	3	>	,
<	20	,	3	,	4	>	,
<	21	,	4	,	0	>	,
<	22	,	4	,	1	>	,
<	23	,	4	,	2	>	,
<	24	,	4	,	3	>	,
<	25	,	4	,	4	>	,
<	26	,	5	,	0	>	,
<	27	,	5	,	1	>	,
<	28	,	5	,	2	>	,
<	29	,	5	,	3	>	,
<	30	,	5	,	4	>	,
<	31	,	6	,	0	>	,
<	32	,	6	,	1	>	,
<	33	,	6	,	2	>	,
<	34	,	6	,	3	>	,
<	35	,	6	,	4	>	,
<	36	,	7	,	0	>	,
<	37	,	7	,	1	>	,
<	38	,	7	,	2	>	,
<	39	,	7	,	3	>	,
<	40	,	7	,	4	>	,
<	41	,	8	,	0	>	,
<	42	,	8	,	1	>	,
<	43	,	8	,	2	>	,
<	44	,	8	,	3	>	,
<	45	,	8	,	4	>	,
<	46	,	9	,	0	>	,
<	47	,	9	,	1	>	,
<	48	,	9	,	2	>	,
<	49	,	9	,	3	>	,
<	50	,	9	,	4	>	
};

OpDurations = {
<	1	,	0	,	0	,	0	,	0	,	428	,	91	>	,
<	1	,	0	,	0	,	0	,	1	,	428	,	91	>	,
<	1	,	0	,	0	,	1	,	0	,	428	,	114	>	,
<	1	,	0	,	0	,	1	,	1	,	428	,	114	>	,
<	2	,	0	,	1	,	2	,	2	,	428	,	3	>	,
<	2	,	0	,	1	,	2	,	3	,	428	,	3	>	,
<	2	,	0	,	1	,	3	,	2	,	428	,	3	>	,
<	2	,	0	,	1	,	3	,	3	,	428	,	3	>	,
<	2	,	0	,	1	,	4	,	2	,	428	,	3	>	,
<	2	,	0	,	1	,	4	,	3	,	428	,	3	>	,
<	3	,	0	,	2	,	5	,	4	,	428	,	35	>	,
<	3	,	0	,	2	,	5	,	5	,	428	,	35	>	,
<	3	,	0	,	2	,	6	,	4	,	428	,	40	>	,
<	3	,	0	,	2	,	6	,	5	,	428	,	40	>	,
<	3	,	0	,	2	,	7	,	4	,	428	,	46	>	,
<	3	,	0	,	2	,	7	,	5	,	428	,	46	>	,
<	4	,	0	,	3	,	8	,	6	,	428	,	1	>	,
<	4	,	0	,	3	,	8	,	7	,	428	,	1	>	,
<	4	,	0	,	3	,	9	,	6	,	428	,	1	>	,
<	4	,	0	,	3	,	9	,	7	,	428	,	1	>	,
<	5	,	0	,	4	,	10	,	8	,	428	,	62	>	,
<	5	,	0	,	4	,	10	,	9	,	428	,	62	>	,
<	5	,	0	,	4	,	11	,	8	,	428	,	69	>	,
<	5	,	0	,	4	,	11	,	9	,	428	,	69	>	,
<	5	,	0	,	4	,	12	,	8	,	428	,	71	>	,
<	5	,	0	,	4	,	12	,	9	,	428	,	71	>	,
<	6	,	1	,	0	,	0	,	0	,	558	,	41	>	,
<	6	,	1	,	0	,	0	,	1	,	558	,	41	>	,
<	6	,	1	,	0	,	1	,	0	,	558	,	48	>	,
<	6	,	1	,	0	,	1	,	1	,	558	,	48	>	,
<	7	,	1	,	1	,	2	,	2	,	558	,	18	>	,
<	7	,	1	,	1	,	2	,	3	,	558	,	18	>	,
<	7	,	1	,	1	,	3	,	2	,	558	,	20	>	,
<	7	,	1	,	1	,	3	,	3	,	558	,	20	>	,
<	7	,	1	,	1	,	4	,	2	,	558	,	21	>	,
<	7	,	1	,	1	,	4	,	3	,	558	,	21	>	,
<	8	,	1	,	2	,	5	,	4	,	558	,	21	>	,
<	8	,	1	,	2	,	5	,	5	,	558	,	21	>	,
<	8	,	1	,	2	,	6	,	4	,	558	,	23	>	,
<	8	,	1	,	2	,	6	,	5	,	558	,	23	>	,
<	8	,	1	,	2	,	7	,	4	,	558	,	28	>	,
<	8	,	1	,	2	,	7	,	5	,	558	,	28	>	,
<	9	,	1	,	3	,	8	,	6	,	558	,	92	>	,
<	9	,	1	,	3	,	8	,	7	,	558	,	92	>	,
<	9	,	1	,	3	,	9	,	6	,	558	,	105	>	,
<	9	,	1	,	3	,	9	,	7	,	558	,	105	>	,
<	10	,	1	,	4	,	10	,	8	,	558	,	66	>	,
<	10	,	1	,	4	,	10	,	9	,	558	,	66	>	,
<	10	,	1	,	4	,	11	,	8	,	558	,	103	>	,
<	10	,	1	,	4	,	11	,	9	,	558	,	103	>	,
<	10	,	1	,	4	,	12	,	8	,	558	,	108	>	,
<	10	,	1	,	4	,	12	,	9	,	558	,	108	>	,
<	11	,	2	,	0	,	0	,	0	,	397	,	5	>	,
<	11	,	2	,	0	,	0	,	1	,	397	,	5	>	,
<	11	,	2	,	0	,	1	,	0	,	397	,	5	>	,
<	11	,	2	,	0	,	1	,	1	,	397	,	5	>	,
