nbJobs =50;
nbStages =8;
nbMach =[0,2,3,3,2,3,3,2,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[27,30,46,56,63,77,99,123,60,66,42,44,49,31,31,34,55,64,60,75,81],
[22,23,35,48,66,43,50,51,50,72,7,8,9,64,72,72,15,15,34,38,46],
[50,67,58,70,80,53,59,59,45,52,16,20,21,45,51,51,51,61,53,56,81],
[7,8,92,97,101,20,23,27,8,13,74,93,95,21,25,26,31,38,59,79,98],
[61,80,37,41,41,26,29,34,15,17,13,18,21,57,65,76,76,95,68,85,89],
[61,77,55,68,92,9,10,11,51,60,36,49,64,64,99,108,68,81,51,59,65],
[22,22,25,31,32,54,67,82,7,8,50,68,71,15,16,17,36,40,26,33,36],
[35,38,74,92,116,64,65,72,41,41,70,74,81,33,36,36,30,31,56,67,81],
[93,101,43,46,51,45,53,57,61,62,34,38,39,45,45,46,99,101,92,94,110],
[67,71,28,29,37,64,68,73,55,55,7,9,10,64,79,80,9,11,26,29,32],
[36,49,6,9,13,86,87,96,80,90,42,45,51,93,97,99,12,19,37,38,43],
[73,85,38,48,58,77,80,97,1,1,8,9,10,54,61,76,75,93,37,47,60],
[53,59,27,33,36,79,81,83,41,46,37,48,52,44,45,51,86,107,72,72,98],
[43,46,92,114,117,69,88,96,77,91,43,52,57,58,64,79,56,61,46,47,51],
[12,13,33,34,34,31,32,48,50,50,58,66,67,62,68,73,8,9,61,86,97],
[26,30,75,93,109,14,14,16,18,21,29,45,47,40,42,48,47,71,15,15,18],
[54,74,51,54,63,8,9,10,45,51,9,10,12,15,15,19,86,99,42,59,61],
[80,86,21,27,34,87,95,102,27,30,83,89,106,57,62,83,27,28,80,101,126],
[21,32,6,7,8,66,68,83,81,90,26,30,35,55,67,73,73,78,90,99,126],
[36,37,45,66,68,29,33,33,62,71,73,77,94,45,58,73,22,26,50,57,65],
[89,94,34,45,49,26,26,28,6,6,22,24,26,70,101,113,56,56,24,28,29],
[96,99,29,35,40,26,31,38,23,24,15,15,16,49,53,56,6,8,61,79,82],
[28,35,89,93,93,35,41,44,70,98,46,48,76,28,31,33,99,101,14,15,15],
[4,4,25,26,26,88,90,98,35,47,64,76,87,29,31,36,60,63,41,42,43],
[81,83,60,71,99,43,68,72,46,51,75,82,97,28,29,31,88,90,68,73,79],
[31,36,17,21,24,66,66,71,69,95,78,94,96,79,98,101,12,15,59,75,93],
[92,101,62,66,78,51,52,52,11,13,33,36,43,5,5,6,73,85,41,44,45],
[65,78,86,96,102,10,11,15,58,61,60,60,68,31,38,40,38,50,69,74,75],
[50,51,82,98,109,60,76,83,29,30,41,41,41,45,47,53,12,13,47,48,63],
[33,37,48,53,58,42,50,71,79,106,56,64,87,51,52,61,14,19,64,73,79],
[57,58,63,66,67,81,91,109,45,45,46,61,62,72,75,81,55,65,50,54,78],
[88,99,52,60,104,21,24,32,100,114,66,66,69,8,8,8,78,81,73,80,83],
[26,29,23,25,26,27,36,43,88,93,70,90,95,41,55,67,31,34,63,71,74],
[46,57,10,15,16,70,84,102,64,76,36,39,53,16,22,23,27,28,22,28,38],
[47,68,18,20,23,86,99,108,9,10,52,87,92,52,56,63,59,74,16,17,19],
[65,69,68,86,92,39,61,91,88,89,55,64,75,70,71,103,30,35,5,6,6],
[7,8,17,23,25,25,30,35,87,92,53,63,71,103,105,110,26,35,53,73,76],
[46,80,80,84,92,24,24,32,70,79,27,36,48,52,53,55,2,4,20,23,33],
[70,81,66,70,72,83,83,96,68,84,93,99,107,29,34,35,113,124,60,65,70],
[24,27,30,35,42,34,44,44,75,97,89,90,108,77,85,90,35,44,72,97,103],
[52,60,7,7,8,31,35,36,48,74,3,3,3,55,59,89,57,62,62,66,73],
[12,15,28,32,36,10,14,15,34,47,30,32,33,96,106,110,41,55,60,77,105],
[14,14,37,47,49,4,6,6,78,107,34,36,38,47,54,55,43,44,12,13,19],
[27,29,86,94,96,8,9,10,45,54,8,8,9,42,52,55,6,7,51,55,67],
[49,59,33,37,39,21,24,30,9,11,35,39,46,70,78,85,47,55,90,94,126],
[68,76,24,29,31,2,2,2,54,63,30,38,46,84,100,106,8,9,3,3,3],
[4,5,73,73,81,29,58,60,55,56,14,15,16,2,4,5,40,52,13,13,16],
[1,1,43,46,57,38,38,40,65,95,67,77,78,81,91,92,93,103,88,98,109],
[87,110,65,88,91,16,20,24,60,64,14,14,17,35,39,39,24,31,13,15,15],
[17,19,31,38,38,52,57,58,24,32,59,72,82,33,41,44,71,75,1,1,1]
];
OpDue = [1819,1251,1683,1450,1621,1916,1101,1788,2151,1383,1695,1669,1928,2179,1417,1253,1401,2093,1869,1663,1474,1345,1797,1495,2178,1900,1575,1813,1615,1788,2058,2125,1677,1361,1611,1941,1659,1473,2496,1991,1422,1453,1209,1203,1589,1227,1053,2107,1425,1287];
