nbJobs =50;
nbStages =5;
nbMach =[0,3,3,2,2,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[38,44,51,66,73,82,93,94,63,70,8,8,8],
[42,46,54,81,100,113,26,33,103,117,8,11,11],
[27,28,32,96,111,117,25,30,13,14,31,35,37],
[87,93,104,36,44,48,26,33,97,113,15,16,17],
[41,46,47,85,96,97,31,33,4,6,29,33,33],
[23,25,27,27,33,37,45,47,33,36,62,86,91],
[67,88,100,20,26,27,78,82,62,65,14,15,18],
[66,70,76,68,72,104,25,27,28,35,82,94,120],
[32,32,40,53,61,72,44,47,38,65,12,15,18],
[65,69,86,19,20,25,17,20,16,17,44,44,45],
[73,83,103,13,14,17,54,65,54,70,53,59,69],
[2,2,2,7,8,8,63,96,4,5,76,85,90],
[31,32,36,1,1,1,49,51,26,38,65,66,78],
[4,5,7,36,36,39,79,90,25,26,3,4,5],
[37,45,68,31,41,44,33,34,7,8,47,49,51],
[60,61,70,48,51,63,11,13,41,65,55,75,75],
[75,83,90,33,35,37,18,20,43,63,85,99,103],
[43,48,52,68,82,87,2,2,94,100,31,32,45],
[19,22,29,40,59,62,20,27,40,49,25,26,27],
[69,86,95,76,88,99,2,2,108,116,52,65,74],
[22,33,41,48,50,62,14,17,104,108,54,55,61],
[76,101,104,17,18,22,10,11,7,7,51,64,79],
[2,3,5,56,58,76,50,51,47,59,4,4,6],
[43,52,56,42,49,52,50,55,43,66,51,66,68],
[74,102,119,33,37,38,2,2,26,39,54,76,80],
[34,39,40,61,70,99,10,12,44,56,81,98,110],
[66,68,69,50,56,60,45,47,38,44,21,23,25],
[37,50,51,71,87,90,25,35,4,6,75,84,100],
[67,72,87,55,63,80,21,35,79,100,68,96,115],
[44,58,60,89,100,115,1,1,42,59,3,4,4],
[21,31,35,38,43,45,2,2,41,48,20,22,24],
[29,29,39,73,86,86,32,33,41,44,49,56,60],
[50,66,90,12,13,18,32,43,56,64,35,37,47],
[8,8,9,7,13,13,38,46,53,73,46,47,50],
[57,62,65,73,73,93,11,17,17,20,50,57,68],
[42,54,57,26,30,31,76,95,36,46,19,21,22],
[47,58,66,45,51,57,15,16,9,9,95,104,125],
[4,6,7,41,44,54,9,13,76,86,63,75,79],
[67,79,93,34,42,43,64,98,44,46,11,12,13],
[27,32,34,41,45,46,37,39,70,71,70,73,82],
[42,49,54,29,30,32,14,17,33,36,45,46,53],
[57,71,71,90,100,113,56,68,21,32,86,97,105],
[43,51,51,74,78,82,56,72,11,12,69,77,93],
[48,62,64,89,96,97,53,67,7,9,71,89,96],
[80,100,103,28,34,38,14,25,35,41,17,20,25],
[50,59,64,77,78,89,76,83,71,86,46,55,83],
[26,30,48,85,89,93,18,20,44,48,36,36,50],
[19,20,24,15,17,26,12,14,26,36,1,1,1],
[60,82,96,21,22,30,60,79,92,94,15,15,21],
[33,38,38,78,87,89,4,7,4,5,55,57,69]
];
OpDue = [1430,1474,1062,1439,1030,1088,1343,1541,1043,870,1414,887,928,782,893,1255,1427,1308,855,1743,1318,974,874,1333,1194,1358,1165,1250,1759,1052,698,1220,1101,860,1159,1136,1203,1082,1287,1293,883,1759,1408,1527,1029,1792,1147,427,1416,957];
