nbJobs =50;
nbStages =8;
nbMach =[0,3,3,2,2,2,3,2,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[1,1,1,92,95,102,86,121,57,84,39,52,12,13,13,82,95,36,44,59],
[40,62,68,26,33,35,88,98,89,90,7,8,25,28,31,19,19,9,12,14],
[65,75,88,39,40,42,4,6,35,38,32,41,75,77,79,62,68,51,54,58],
[51,67,78,35,35,42,84,96,50,60,46,49,75,111,111,19,22,63,65,69],
[8,9,10,26,32,34,26,37,76,80,55,60,43,45,46,32,47,44,45,46],
[80,88,107,65,106,122,35,39,60,63,67,74,42,48,55,26,28,80,86,95],
[78,79,118,51,61,80,60,87,46,59,86,96,65,88,95,25,26,6,6,8],
[59,80,80,55,85,104,1,1,93,94,31,33,8,10,11,17,17,3,3,3],
[37,39,43,24,33,34,46,54,85,95,19,22,49,51,51,86,92,24,32,37],
[26,26,35,3,3,3,1,1,19,23,54,55,84,101,113,33,45,94,96,96],
[8,10,12,27,30,30,69,91,34,41,77,79,18,21,22,80,92,32,34,42],
[5,7,9,82,90,98,1,1,21,21,60,67,24,29,35,48,62,16,19,20],
[52,53,65,57,62,62,65,72,69,82,24,27,9,10,10,32,39,30,36,45],
[2,3,5,26,34,35,8,14,64,65,67,79,49,51,56,9,11,61,70,85],
[23,27,29,53,55,58,26,28,42,77,55,76,4,5,6,87,88,4,4,5],
[60,61,69,11,13,17,60,88,13,13,70,72,10,11,12,63,70,19,23,27],
[52,59,62,15,21,26,36,51,41,52,9,9,78,101,104,25,26,71,105,114],
[7,8,8,29,29,30,57,78,13,16,96,107,37,46,69,36,41,46,49,57],
[64,94,96,38,40,45,65,71,43,50,62,68,32,40,41,26,28,51,51,54],
[24,36,48,99,105,115,19,21,43,68,65,71,19,34,37,86,133,67,67,92],
[82,85,103,58,60,60,39,44,63,70,55,62,33,35,40,11,17,42,47,51],
[25,26,28,30,34,39,29,30,69,70,46,52,71,88,91,60,69,3,3,3],
[44,57,68,84,99,144,19,34,59,62,30,36,54,56,65,107,113,40,43,48],
[70,78,79,12,14,15,88,88,19,20,28,28,34,43,47,58,66,74,83,114],
[1,1,1,40,43,56,14,15,10,10,65,77,71,87,110,92,99,78,84,87],
[71,79,80,63,67,67,35,47,62,71,14,18,12,16,16,44,58,38,42,50],
[45,47,53,47,52,66,24,39,57,57,79,99,34,42,46,25,33,80,98,113],
[47,49,56,3,3,3,51,65,63,77,20,25,51,67,85,93,108,54,55,70],
[67,84,88,49,58,66,62,62,67,76,71,99,69,74,88,67,79,87,97,99],
[42,46,51,32,37,39,35,41,42,50,24,25,39,46,48,12,16,40,45,53],
[44,51,51,17,22,23,73,85,29,37,96,98,68,69,71,63,78,56,56,64],
[23,24,26,13,14,14,15,21,85,95,40,41,22,25,27,38,39,6,6,7],
[17,19,20,4,5,6,10,15,22,27,54,63,33,36,37,70,73,39,52,58],
[49,52,56,90,93,111,75,84,67,72,96,121,19,19,23,6,7,35,35,35],
[82,87,98,108,109,121,44,61,30,61,7,8,11,13,14,69,84,41,43,46],
[22,24,33,44,51,61,101,105,56,77,3,5,8,10,12,12,17,22,23,27],
[40,53,69,53,57,63,36,48,57,69,71,105,30,35,38,9,9,26,28,33],
[15,21,24,26,27,27,65,75,16,24,86,96,14,14,15,59,73,85,111,116],
[34,36,43,39,51,53,55,58,7,8,19,27,50,52,61,70,80,50,56,63],
[50,59,72,44,47,60,70,75,46,51,68,102,73,79,86,41,42,8,10,10],
[53,59,81,45,47,47,57,88,36,49,31,32,22,25,37,74,88,48,56,72],
[66,76,79,42,50,53,23,29,23,28,71,92,1,1,1,39,56,59,68,93],
[85,98,116,16,17,21,43,52,63,96,70,79,47,55,58,6,7,37,39,43],
[27,27,37,47,48,54,96,101,56,60,107,109,42,43,46,52,57,39,41,49],
[20,33,41,6,7,7,55,69,88,91,14,16,44,52,61,80,91,89,96,99],
[65,67,67,25,29,30,88,124,3,3,78,125,89,102,119,39,40,74,81,85],
[97,115,121,16,17,18,59,111,18,20,18,18,8,9,9,41,46,39,39,54],
[85,86,104,56,62,79,70,72,86,103,11,16,3,3,3,82,91,44,45,52],
[60,75,80,3,3,3,35,43,70,75,11,13,21,24,26,23,30,10,13,14],
[24,33,35,34,34,36,22,24,47,68,35,36,73,92,104,16,25,32,33,33]
];
OpDue = [1857,1347,1563,1921,1343,2083,1950,1242,1603,1369,1507,1141,1475,1270,1322,1342,1575,1441,1687,2003,1650,1438,1989,1674,1643,1499,1790,1728,2401,1181,1907,1024,1103,1879,1759,1201,1508,1648,1432,1787,1699,1507,1675,1943,1748,2111,1385,1891,1043,1297];
