nbJobs =50;
nbStages =5;
nbMach =[0,3,3,2,2,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[37,45,47,78,99,101,42,59,55,60,73,76,86],
[13,14,14,81,85,91,33,35,76,90,26,27,27],
[14,18,21,41,59,69,70,76,75,94,77,89,101],
[32,32,38,53,66,73,67,80,24,25,33,38,42],
[58,70,79,38,38,39,103,124,45,47,3,3,3],
[64,70,82,60,81,86,26,29,36,37,39,47,49],
[64,71,88,60,74,81,44,45,2,2,32,35,41],
[43,54,57,37,38,41,76,76,51,63,79,92,97],
[57,67,73,50,61,61,38,79,33,46,50,52,65],
[50,53,58,20,28,30,34,46,72,76,56,58,70],
[45,53,54,44,46,48,34,39,84,100,60,78,81],
[84,93,112,17,18,22,21,28,12,16,3,4,4],
[37,57,58,59,67,81,23,29,39,43,30,33,39],
[38,40,47,55,57,73,88,88,52,57,64,70,93],
[46,56,67,59,66,85,67,68,3,3,77,78,85],
[26,26,31,66,78,102,28,32,61,64,27,27,35],
[27,31,32,85,92,98,82,91,94,98,38,47,48],
[80,103,108,69,89,100,45,46,49,70,80,83,92],
[72,75,76,57,59,67,35,42,57,79,38,44,46],
[6,7,7,57,60,60,57,67,8,9,74,93,136],
[9,10,12,51,52,53,24,40,74,83,63,63,67],
[2,2,2,14,16,16,26,28,39,41,84,100,108],
[80,84,90,27,27,35,36,47,12,14,27,31,41],
[79,102,126,40,43,50,4,6,9,12,70,72,74],
[4,6,6,53,63,78,19,24,45,54,33,38,45],
[29,42,47,70,74,77,92,93,72,76,36,36,41],
[36,38,43,41,45,50,42,52,8,10,35,41,43],
[58,66,72,36,37,41,56,57,92,112,32,34,43],
[7,8,9,26,31,35,75,80,82,92,24,28,34],
[26,32,34,39,39,41,70,76,4,5,80,88,90],
[56,66,68,56,70,79,40,41,41,51,84,93,100],
[20,31,35,55,66,82,74,91,53,61,54,55,56],
[69,72,81,86,95,110,53,57,18,23,70,74,93],
[25,25,26,19,23,28,3,6,100,106,14,15,16],
[49,80,93,70,88,112,71,87,53,58,31,33,36],
[88,92,103,59,92,104,41,45,98,108,64,87,87],
[50,51,60,66,101,110,29,36,10,15,73,94,95],
[42,46,55,17,20,23,43,45,49,72,57,65,88],
[9,11,13,46,54,69,31,31,28,49,37,39,39],
[16,23,25,64,83,86,10,14,64,78,53,63,69],
[55,77,98,27,31,36,7,8,54,61,74,89,92],
[45,50,55,23,24,25,19,20,29,37,25,26,27],
[72,90,98,68,81,94,55,89,8,11,51,63,67],
[76,85,96,20,22,26,49,50,19,23,42,49,55],
[5,7,7,1,1,1,6,8,24,27,61,67,71],
[19,23,23,94,95,109,72,98,75,85,62,67,72],
[103,114,116,21,26,28,26,29,62,93,72,90,96],
[58,71,92,13,16,16,19,22,81,102,78,80,105],
[26,28,30,8,9,9,45,57,51,54,44,63,68],
[52,55,60,28,34,43,1,1,69,88,84,87,94]
];
OpDue = [1610,1215,1603,1168,1349,1283,1143,1562,1383,1275,1491,787,1103,1608,1384,1159,1743,1865,1423,1186,1186,908,1009,1171,898,1586,900,1491,1159,1169,1553,1454,1628,856,1659,2023,1392,1211,876,1218,1290,763,1548,1138,531,1765,1635,1442,993,1293];
