nbJobs =50;
nbStages =8;
nbMach =[0,2,3,2,2,3,2,2,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[18,22,55,70,75,3,3,19,24,67,91,101,33,41,93,124,9,9,12],
[20,23,21,31,36,22,25,67,79,61,88,89,92,116,7,8,67,75,76],
[33,48,54,59,63,79,85,37,42,31,44,45,13,19,70,78,78,80,86],
[30,33,7,7,8,30,41,32,44,74,75,92,91,109,97,113,3,5,6],
[28,39,15,18,20,43,51,3,3,69,70,93,28,38,33,52,7,8,10],
[33,49,53,66,77,33,42,21,22,44,46,48,12,15,12,12,58,67,69],
[59,63,23,29,36,33,35,75,77,46,49,55,89,97,19,22,80,82,97],
[27,27,43,95,96,63,87,82,105,7,8,11,49,54,37,40,70,79,79],
[84,141,54,57,60,9,10,4,6,45,48,50,33,36,106,113,6,8,10],
[6,8,58,59,74,77,85,62,64,17,19,22,32,34,42,46,20,23,26],
[79,103,28,29,34,49,55,84,91,82,89,96,63,90,35,39,79,84,97],
[90,100,59,67,74,34,41,47,89,69,73,87,32,35,54,55,12,14,15],
[10,13,53,62,73,77,102,68,78,15,17,18,57,61,21,23,67,101,107],
[42,44,32,37,40,36,43,25,28,55,66,76,79,81,7,10,22,23,27],
[53,74,14,15,16,90,102,8,9,26,30,32,8,9,50,52,8,10,11],
[56,92,25,42,44,1,1,48,58,73,79,93,54,59,101,111,54,62,68],
[35,41,74,91,113,62,67,68,83,15,15,16,69,76,65,71,6,7,8],
[43,43,61,84,98,75,75,48,78,18,19,27,51,67,51,66,29,34,37],
[13,14,15,18,20,36,54,20,21,83,94,102,16,17,83,99,63,68,69],
[76,82,5,7,7,51,57,2,2,34,37,38,84,101,76,100,6,8,9],
[53,68,81,81,86,75,83,92,111,75,83,89,115,116,39,42,57,85,88],
[66,101,32,38,40,81,86,67,120,30,34,35,87,99,4,5,74,85,85],
[76,90,47,48,55,7,7,99,118,14,15,16,25,27,26,28,72,77,87],
[87,102,66,66,76,60,61,23,30,64,78,92,6,7,2,2,59,63,78],
[69,83,56,66,95,54,63,8,10,33,38,39,77,77,29,35,34,48,57],
[38,39,61,82,84,5,7,12,17,62,82,85,67,75,61,76,27,53,63],
[61,105,2,2,2,46,62,34,49,73,90,104,56,63,6,7,35,36,39],
[94,100,69,92,115,69,107,72,88,44,45,46,7,7,54,57,56,60,67],
[33,36,26,31,34,9,9,75,79,80,81,86,77,77,54,77,11,11,11],
[1,1,68,71,86,51,58,75,86,39,39,61,82,92,44,56,25,28,29],
[20,21,49,59,59,69,81,3,3,33,35,39,14,17,76,80,56,60,60],
[77,83,83,87,87,4,5,31,35,28,28,35,97,102,60,75,20,21,21],
[62,73,14,23,31,27,37,70,125,90,92,103,9,14,81,88,77,79,82],
[5,7,46,47,54,94,100,28,30,76,89,108,78,88,39,40,9,12,12],
[57,63,61,62,66,30,34,60,69,31,38,43,18,20,78,78,22,24,31],
[48,61,40,43,52,2,2,5,9,55,64,66,44,46,85,88,74,75,81],
[101,118,67,74,105,66,71,9,13,52,61,65,35,36,27,30,60,66,88],
[61,82,51,75,80,30,41,58,66,3,3,3,87,95,94,103,1,1,1],
[89,107,25,32,33,90,94,20,20,83,97,111,74,81,11,15,66,73,87],
[51,54,31,43,47,55,78,32,33,23,24,28,63,76,59,68,54,74,75],
[54,86,6,7,7,42,43,60,84,41,41,53,109,123,44,65,36,53,58],
[11,15,50,68,75,57,68,34,55,86,91,92,14,15,56,69,19,22,24],
[27,33,81,88,109,14,17,23,37,9,9,10,38,58,10,10,53,65,76],
[47,60,33,47,57,55,58,28,35,64,65,80,60,83,36,38,49,52,52],
[10,18,60,64,71,41,51,49,55,47,50,54,48,59,83,99,66,67,75],
[10,11,13,14,14,68,93,64,91,38,38,50,54,60,3,3,47,53,67],
[23,23,67,71,80,73,87,17,25,20,29,31,4,5,63,64,20,21,37],
[73,73,74,82,94,61,80,11,14,1,1,1,57,63,15,16,2,2,2],
[5,6,5,6,6,23,31,55,72,7,8,8,77,99,52,56,22,22,25],
[14,15,14,16,19,10,12,33,46,4,6,6,35,39,49,52,9,12,12]
];
OpDue = [1412,1643,1728,1609,1049,1206,1801,1793,1535,1336,2200,1781,1704,1294,1126,1882,1734,1737,1455,1463,2555,2036,1581,1616,1631,1593,1489,2102,1547,1687,1368,1685,1960,1622,1518,1513,1863,1725,2011,1670,1823,1491,1201,1665,1765,1359,1269,1271,1097,741];
