nbJobs =100;
nbStages =5;
nbMach =[0,2,2,2,2,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[41,45,64,86,81,88,19,20,20,24,25],
[3,3,45,62,55,77,76,105,3,3,3],
[54,74,37,40,35,52,14,29,10,11,12],
[28,40,25,26,27,40,5,6,17,17,17],
[100,108,29,37,106,106,63,88,51,55,69],
[12,14,21,31,67,80,34,38,23,24,29],
[9,11,3,3,25,29,14,16,47,62,77],
[19,24,5,5,50,57,12,17,29,29,35],
[60,68,30,39,45,54,85,86,84,84,93],
[55,69,10,11,47,72,68,71,46,51,58],
[53,65,50,58,11,13,53,88,70,74,90],
[46,53,81,82,53,75,26,31,25,27,31],
[113,125,20,28,16,19,56,57,70,72,90],
[41,59,45,51,43,43,14,17,72,79,94],
[41,43,15,17,16,17,74,75,40,42,46],
[3,3,16,19,41,42,22,32,6,7,7],
[9,9,35,44,38,56,40,63,82,86,100],
[32,40,32,37,60,72,66,80,3,3,3],
[36,42,22,30,36,42,36,52,78,81,87],
[3,3,47,57,26,31,73,81,3,3,3],
[10,12,63,89,8,10,14,18,33,46,52],
[73,84,79,82,53,61,19,20,2,2,2],
[36,40,15,23,77,100,3,6,71,75,78],
[13,14,26,33,69,77,11,12,31,42,42],
[70,72,86,95,79,113,76,95,64,67,70],
[10,13,47,52,31,38,18,24,51,58,60],
[15,20,50,51,12,17,38,49,38,44,52],
[59,75,6,7,69,93,72,72,11,11,15],
[32,39,28,34,80,104,52,58,61,61,64],
[56,80,6,8,86,99,20,22,50,77,78],
[5,6,51,59,68,77,65,81,67,73,87],
[83,104,81,103,65,84,65,73,87,100,134],
[107,110,13,14,22,29,21,27,67,71,82],
[86,111,98,111,70,74,46,50,32,36,38],
[73,93,70,88,80,88,33,40,5,6,7],
[3,4,14,16,17,22,85,86,15,17,17],
[53,62,9,16,58,59,39,41,58,65,79],
[82,89,8,10,7,15,55,56,47,56,68],
[13,16,33,40,58,68,69,70,72,74,80],
[62,71,61,72,18,22,51,65,13,15,17],
[2,2,43,68,38,41,48,72,72,75,83],
[12,14,58,70,28,41,98,118,7,8,9],
[7,9,48,59,7,8,35,36,4,5,5],
[18,29,38,42,56,72,19,21,23,24,26],
[7,8,12,16,37,37,84,87,27,32,35],
[26,51,94,103,15,17,65,79,40,40,48],
[8,10,7,7,7,10,9,9,39,44,50],
[96,107,6,6,67,85,15,16,59,71,74],
[22,25,14,14,43,46,49,61,3,7,8],
[46,63,44,57,43,53,75,107,73,74,89],
[25,35,78,92,66,67,55,56,67,76,105],
[59,85,67,106,58,63,78,95,14,15,17],
[87,90,31,36,56,62,57,87,79,79,102],
[62,66,66,69,12,17,55,79,10,10,11],
[16,17,74,77,4,5,23,33,24,26,30],
[25,33,53,55,90,100,94,101,52,65,76],
[59,61,33,37,55,74,22,23,46,54,55],
[12,13,17,24,79,80,70,72,90,113,116],
[51,60,6,7,70,73,18,24,29,32,34],
[26,29,78,84,82,83,23,33,18,22,22],
[54,59,63,91,63,70,29,37,10,20,20],
[5,5,94,108,2,2,35,44,27,33,34],
[81,83,88,120,42,44,53,60,8,12,16],
[61,67,52,52,81,82,24,26,47,50,56],
[73,79,25,30,32,44,84,87,15,18,18],
[20,23,2,2,8,12,2,2,93,103,107],
[48,62,59,77,97,97,67,73,70,76,81],
[56,70,37,41,8,8,45,52,18,28,28],
[23,24,66,96,53,57,39,55,36,39,49],
[40,50,35,36,77,80,39,44,14,18,21],
[62,73,81,107,4,7,19,22,1,1,1],
[6,7,35,91,26,32,104,117,34,34,35],
[10,14,26,27,96,96,44,54,50,52,71],
[46,47,69,77,50,56,20,22,33,36,50],
[63,77,23,27,75,79,7,9,1,1,1],
[59,64,53,61,77,84,105,133,27,30,35],
[16,21,13,14,13,15,24,34,90,91,99],
[14,16,6,8,11,12,26,37,36,39,43],
[44,73,68,78,94,117,71,76,64,69,90],
[32,35,14,17,88,88,84,92,85,86,95],
[60,61,37,38,15,15,66,72,70,83,88],
[88,110,36,57,37,39,23,23,12,14,14],
[76,104,2,2,84,84,45,56,42,44,46],
[23,26,10,13,9,11,31,43,27,34,36],
[84,89,38,41,6,7,18,18,78,88,98],
[118,124,11,13,33,59,26,27,67,89,90],
[51,57,59,64,16,20,48,51,51,72,75],
[64,67,25,31,96,109,9,13,2,5,5],
[66,77,62,65,3,5,56,58,42,57,62],
[74,75,29,31,68,87,86,108,43,56,73],
[75,116,43,79,7,8,55,56,69,75,75],
[26,37,23,27,89,102,75,84,35,37,47],
[75,97,79,83,45,49,32,34,34,43,45],
[13,18,20,21,89,89,88,89,65,67,69],
[66,69,52,56,88,107,7,8,3,4,4],
[4,4,12,14,31,35,88,104,42,53,56],
[6,14,19,19,20,27,39,46,81,89,123],
[69,77,63,86,64,67,38,52,19,22,23],
[16,23,61,65,97,97,66,89,41,46,55],
[30,35,52,67,68,89,26,35,65,65,71]
];
OpDue = [1960,1728,1428,924,3015,1391,936,1004,2564,2025,2188,2009,2355,1905,1533,765,1891,1700,1840,1308,1245,1900,1797,1327,3280,1383,1365,1911,2204,2055,2253,3488,1959,2867,2308,1119,1887,1744,2071,1808,1869,1820,873,1375,1403,2141,623,2136,1144,2581,2557,2567,2717,1787,1209,2719,1869,2319,1489,1917,1997,1431,2380,2188,1952,1092,2925,1465,1983,1745,1508,1947,1929,1865,1448,2789,1347,835,3079,2509,2099,1759,2164,923,1908,2300,1992,1688,1997,2691,2340,2169,2301,2244,1841,1571,1541,2235,2435,2144];
