nbJobs =100;
nbStages =8;
nbMach =[0,2,2,2,3,2,2,3,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[28,33,3,6,23,25,55,59,68,55,62,11,12,60,61,98,77,84,91],
[22,25,13,18,6,6,59,71,83,15,17,47,48,63,71,85,21,21,23],
[93,98,6,8,80,94,79,99,99,38,42,61,116,91,98,117,16,18,18],
[19,20,29,29,87,134,53,56,65,21,27,57,85,27,31,40,42,46,49],
[36,41,75,86,24,26,34,45,55,27,33,37,46,26,27,29,1,1,1],
[65,83,76,105,46,49,22,26,27,44,53,39,59,64,67,69,14,18,22],
[18,29,17,19,84,84,19,19,20,90,92,76,96,60,61,75,45,46,61],
[30,36,86,91,27,38,43,44,44,57,57,72,90,77,81,100,27,27,33],
[35,58,54,64,60,79,64,66,68,1,1,25,41,10,12,15,14,15,17],
[54,61,30,32,8,9,33,35,38,22,23,40,71,21,27,29,74,80,90],
[98,104,37,53,94,104,11,13,13,82,96,19,24,79,84,85,62,70,76],
[54,63,38,43,83,95,15,16,19,30,31,39,42,92,102,110,17,21,25],
[59,76,53,88,72,92,9,9,10,21,27,3,3,54,59,71,29,29,35],
[7,8,34,40,19,19,54,69,83,112,115,25,26,68,79,104,26,28,28],
[8,10,78,95,59,88,71,82,83,39,43,25,31,6,7,8,52,70,75],
[28,29,30,39,12,14,48,61,70,19,22,22,24,27,46,46,3,3,3],
[1,1,70,81,21,24,41,46,50,11,15,66,75,33,39,41,88,104,104],
[5,6,50,66,90,102,49,56,58,91,97,47,47,19,21,22,54,62,73],
[18,18,82,98,76,110,28,29,30,41,43,98,112,3,3,3,36,36,40],
[88,96,85,92,42,42,59,61,69,7,7,62,83,65,75,76,4,4,5],
[60,65,62,65,23,27,45,48,50,57,57,66,71,54,57,67,10,11,11],
[43,48,4,6,13,15,37,38,42,47,48,6,7,44,82,85,51,61,65],
[56,71,69,81,72,85,4,5,5,19,19,55,59,6,8,8,94,95,105],
[15,16,85,86,48,63,3,3,3,33,39,5,6,42,44,47,25,27,29],
[43,46,45,61,27,27,49,63,72,11,13,96,108,56,60,66,83,85,91],
[37,66,3,3,39,40,62,66,93,10,11,29,44,4,4,5,52,56,68],
[21,22,11,12,68,82,89,90,97,79,81,38,51,63,72,73,53,68,79],
[92,102,20,23,33,41,12,15,17,82,99,45,53,57,65,69,47,47,58],
[3,5,51,60,40,51,5,6,7,24,31,44,53,78,79,84,55,59,68],
[70,72,69,75,61,62,91,92,93,19,21,6,7,55,70,75,76,95,109],
[13,15,66,78,52,59,26,34,36,68,79,72,78,15,16,18,60,60,81],
[21,27,48,57,59,76,62,70,73,55,69,63,72,9,13,15,46,49,56],
[52,62,58,64,22,23,13,14,17,54,58,14,16,39,39,55,76,99,107],
[23,23,59,78,3,3,45,60,63,40,41,11,17,81,88,95,81,81,82],
[75,92,77,89,43,47,57,60,65,76,76,1,1,26,27,29,59,62,72],
[60,91,45,50,13,21,23,25,31,88,93,26,27,22,23,24,2,2,2],
[43,52,73,80,27,31,22,27,35,30,42,81,99,25,32,34,66,67,70],
[66,67,62,66,3,3,95,97,105,52,65,41,48,52,70,73,16,19,20],
[35,36,35,36,8,14,78,92,98,46,75,23,30,91,108,120,90,97,100],
[55,72,41,49,16,21,54,58,70,43,75,3,3,81,84,107,51,53,54],
[92,123,74,80,33,38,45,49,50,54,75,30,38,4,5,6,49,55,65],
[28,38,28,50,35,49,66,81,110,20,27,43,49,60,61,82,22,23,26],
[77,86,17,22,3,4,60,84,85,50,55,30,43,31,40,42,29,31,36],
[37,39,18,21,98,109,33,41,43,94,105,31,33,46,53,54,74,78,80],
[32,50,60,68,82,87,46,46,57,25,28,41,56,71,106,109,6,7,10],
[52,71,22,37,9,12,77,84,85,49,53,63,77,64,69,87,93,97,121],
[101,115,8,10,62,69,21,24,26,52,55,20,32,54,56,64,72,111,121],
[46,58,35,52,25,30,80,90,98,65,69,9,11,38,44,46,23,23,24],
