nbJobs =100;
nbStages =8;
nbMach =[0,2,2,2,3,3,2,2,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[80,81,28,31,4,5,86,98,102,43,53,55,63,110,20,30,60,61,65],
[85,112,24,31,37,40,76,79,82,40,42,50,57,61,41,43,37,38,44],
[27,39,59,87,63,76,45,53,58,28,32,34,72,109,48,58,33,53,56],
[32,34,12,14,101,102,28,30,32,28,30,30,82,87,41,69,60,80,80],
[45,69,64,73,35,48,91,94,98,37,38,44,80,93,71,71,93,107,110],
[82,90,51,51,17,23,50,57,66,45,57,72,45,50,41,48,39,40,44],
[4,5,18,27,29,47,65,73,79,63,85,121,15,20,50,51,69,85,88],
[53,59,81,103,6,8,21,22,27,67,68,69,73,82,11,15,15,19,26],
[51,73,13,19,99,109,15,16,16,1,1,1,35,55,22,37,31,31,31],
[90,93,35,36,54,77,59,60,72,3,3,3,103,110,22,24,12,13,13],
[42,47,7,9,52,57,52,63,66,38,39,47,3,3,46,66,17,20,21],
[39,47,19,26,47,66,9,12,14,59,66,71,39,44,49,52,7,7,8],
[53,54,65,80,28,31,22,22,24,27,49,60,12,14,33,47,8,8,10],
[47,48,46,50,7,8,7,8,9,69,77,77,22,32,2,2,69,69,74],
[36,44,37,39,76,103,14,15,16,66,75,81,77,94,97,127,81,93,99],
[58,75,19,25,7,11,38,39,47,85,89,96,73,83,36,66,56,72,74],
[87,97,27,27,7,7,8,10,12,18,33,42,47,47,42,61,12,19,20],
[28,38,65,89,50,57,60,65,83,80,83,103,12,14,8,10,22,24,36],
[16,20,86,90,79,104,21,22,23,47,56,57,37,39,75,102,3,3,3],
[45,52,24,25,12,16,20,20,22,42,44,53,17,23,47,48,7,7,9],
[3,5,75,78,45,51,11,12,15,59,61,67,99,108,40,45,25,26,27],
[46,59,107,132,51,52,1,1,1,79,85,97,87,105,58,79,44,48,60],
[97,103,59,71,38,48,12,14,14,23,45,48,1,1,32,37,61,62,68],
[18,20,27,29,30,38,45,50,54,38,44,44,2,2,47,70,49,49,61],
[10,12,25,27,95,96,14,16,17,24,24,27,36,38,45,47,64,73,91],
[4,5,26,28,48,50,17,18,20,63,70,73,48,57,6,7,38,50,60],
[50,52,20,31,88,109,22,24,27,35,42,44,11,12,70,70,49,82,100],
[11,12,27,71,37,48,22,34,38,36,38,38,77,78,75,94,5,6,6],
[33,36,76,96,15,18,42,45,52,76,82,86,55,66,37,39,38,46,53],
[34,37,18,19,66,83,7,8,10,67,75,80,50,67,64,85,34,35,42],
[39,57,86,96,42,42,47,57,62,7,12,14,76,87,32,49,24,30,31],
[8,8,68,79,81,98,81,98,109,65,76,106,30,31,68,86,67,78,94],
[61,79,46,53,11,12,33,35,36,31,31,32,46,60,8,9,52,76,98],
[67,75,9,11,86,107,19,22,24,48,81,84,41,61,23,45,21,25,26],
[76,123,58,70,77,83,10,18,19,14,18,18,68,69,71,94,75,78,82],
[21,24,39,45,49,59,60,71,72,18,25,27,89,103,23,36,53,59,64],
[9,9,23,32,19,25,22,26,26,12,13,13,30,35,67,100,17,20,22],
[48,51,25,33,28,31,54,61,69,16,21,26,9,11,47,60,52,59,63],
[20,22,61,71,16,20,15,19,19,15,20,22,71,73,32,33,48,48,58],
[48,61,7,9,30,35,75,89,91,38,49,58,31,38,37,42,7,7,7],
[21,23,71,81,17,19,86,92,100,40,49,51,33,40,83,85,14,14,15],
[70,73,6,7,19,20,6,6,8,68,68,86,70,76,39,42,50,67,74],
[9,9,7,8,17,19,13,14,17,97,98,112,80,88,26,33,81,81,84],
[43,48,61,64,3,3,40,42,43,64,67,68,38,47,15,15,91,93,117],
[47,58,20,28,60,73,14,17,19,57,76,90,26,36,34,37,35,38,45],
