nbJobs =50;
nbStages =5;
nbMach =[0,3,2,2,2,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[1,1,1,95,102,15,20,6,6,24,25,26],
[91,99,108,62,69,48,88,68,84,77,85,109],
[16,22,25,29,29,56,84,64,88,54,60,71],
[50,56,71,3,3,36,40,23,40,41,43,51],
[6,7,7,66,90,13,15,29,30,55,56,58],
[31,34,34,45,76,26,28,98,127,16,16,17],
[61,69,79,60,62,11,13,58,61,13,14,16],
[8,10,13,74,85,42,48,22,31,23,31,31],
[75,81,86,26,33,54,83,33,37,47,51,57],
[62,92,104,72,77,81,104,37,53,23,26,28],
[27,28,35,48,59,53,61,73,88,42,47,53],
[57,72,72,51,65,34,35,66,76,12,13,15],
[33,33,35,29,30,1,1,44,50,20,21,22],
[12,15,17,18,18,53,57,33,37,34,40,48],
[85,101,107,52,57,40,42,19,21,3,3,3],
[19,20,23,90,93,27,35,68,86,41,43,44],
[9,10,16,103,105,85,91,57,61,24,53,55],
[50,52,60,20,23,13,16,84,88,8,11,13],
[54,64,67,56,69,75,80,62,64,82,93,99],
[40,51,62,40,41,58,80,83,85,52,67,74],
[5,6,6,77,96,13,17,45,49,15,17,20],
[32,43,43,34,46,78,104,45,45,3,3,3],
[78,80,85,17,18,74,81,36,53,58,59,65],
[45,60,62,93,107,18,19,9,10,14,16,18],
[25,28,29,39,52,46,68,10,10,52,56,59],
[58,58,78,38,41,68,74,39,55,66,70,70],
[32,38,38,26,33,14,18,40,41,22,25,30],
[36,41,42,62,73,25,25,44,53,54,63,65],
[63,64,69,90,103,20,28,6,8,88,89,117],
[68,83,88,92,124,32,37,14,15,43,43,56],
[80,81,82,33,40,46,58,24,34,36,39,43],
[25,39,44,44,48,68,80,79,121,23,28,31],
[64,71,75,18,20,25,34,4,5,28,39,43],
[42,50,52,29,45,42,50,54,85,60,65,76],
[9,10,11,24,32,74,78,38,50,2,2,2],
[57,65,70,96,111,87,88,70,98,83,94,104],
[14,15,16,57,64,24,39,18,34,61,74,82],
[73,74,94,66,73,36,61,21,23,62,64,66],
[49,62,70,18,19,53,57,12,13,3,3,3],
[21,24,24,83,86,32,33,37,40,65,71,99],
[8,9,10,82,108,71,72,3,3,65,85,113],
[58,63,80,31,34,31,38,68,72,39,42,43],
[33,37,43,8,9,82,97,33,38,52,64,66],
[68,76,98,15,22,48,59,52,62,62,63,94],
[64,79,83,49,63,35,45,8,8,75,82,94],
[30,43,46,40,50,76,93,34,49,54,58,61],
[40,53,54,3,3,20,21,84,97,87,88,89],
[11,14,15,60,77,62,81,3,3,90,93,99],
[60,65,88,25,35,78,108,4,6,38,51,52],
[22,29,31,40,41,38,47,20,21,79,83,87]
];
OpDue = [740,1996,1288,883,923,1247,1083,948,1327,1618,1342,1219,661,817,1081,1314,1533,933,1780,1544,858,1092,1406,998,977,1454,738,1207,1454,1420,1189,1417,798,1338,800,2163,1027,1422,747,1284,1331,1227,1159,1413,1315,1342,1255,1252,1230,1069];
