nbJobs =100;
nbStages =8;
nbMach =[0,2,2,2,2,2,2,2,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[26,37,84,97,26,35,81,93,16,19,55,80,62,80,20,21,21],
[32,39,16,18,82,94,47,52,77,88,96,104,84,114,71,78,93],
[94,99,79,100,95,108,11,13,18,22,22,25,38,47,25,37,49],
[2,2,24,34,19,19,43,45,19,21,32,44,24,35,74,111,113],
[110,112,85,87,65,80,29,33,52,56,51,58,48,57,91,93,101],
[92,114,70,81,28,36,1,1,68,86,41,56,46,56,41,45,50],
[75,97,86,98,27,35,31,39,49,54,25,29,1,1,28,35,39],
[9,11,11,15,6,7,26,27,18,24,34,36,73,86,30,32,32],
[34,52,46,59,49,53,52,61,21,24,52,60,6,8,73,96,103],
[11,12,60,63,71,87,51,59,19,21,50,68,41,51,79,94,102],
[75,106,40,62,68,73,70,95,49,54,12,16,52,55,58,70,71],
[28,29,60,77,8,9,40,45,80,85,24,30,13,14,87,103,106],
[59,82,22,26,52,63,73,86,54,65,96,98,94,95,31,42,57],
[31,41,71,86,20,22,36,47,129,129,89,114,41,45,26,30,34],
[68,69,80,86,27,29,35,36,96,141,35,35,70,71,33,40,59],
[64,73,68,77,79,103,57,62,59,68,63,81,55,71,12,13,16],
[43,45,62,71,47,56,87,118,40,44,18,20,39,41,71,105,109],
[55,67,50,56,66,84,49,55,29,29,18,18,9,13,63,71,75],
[23,23,39,41,37,49,65,87,9,9,9,10,65,88,34,39,45],
[43,44,13,13,31,37,41,69,45,49,46,53,79,90,39,42,49],
[41,49,73,94,48,64,54,67,39,47,53,55,53,59,16,20,23],
[72,85,95,99,73,78,103,128,33,46,27,38,5,7,67,67,67],
[73,88,71,74,1,1,97,108,63,97,56,60,28,28,50,51,63],
[24,24,43,44,85,88,87,96,35,52,8,12,65,68,13,20,23],
[84,102,42,51,33,51,38,42,53,58,6,7,108,114,55,58,73],
[89,93,72,87,20,25,1,1,36,36,13,20,79,89,8,12,12],
[49,66,65,68,45,66,57,77,79,111,22,27,64,70,44,52,61],
[32,45,12,14,66,73,66,77,77,92,48,52,63,67,58,59,64],
[70,93,81,97,13,14,5,6,4,7,38,45,87,89,41,44,49],
[65,73,86,95,12,12,60,94,44,51,17,19,33,48,27,31,35],
[59,71,36,40,3,4,45,49,99,101,39,43,94,101,78,80,91],
[3,3,14,14,106,111,74,102,36,42,6,8,8,11,19,19,19],
[60,67,49,74,9,11,22,30,43,53,77,92,79,92,59,71,72],
[98,121,41,44,45,52,10,10,7,12,58,72,66,95,3,3,3],
[60,107,22,23,49,49,32,33,84,117,43,53,3,3,73,81,81],
[27,28,55,78,75,116,104,110,77,91,56,60,17,19,25,30,36],
[88,109,14,15,44,55,82,83,100,105,77,97,36,55,51,70,79],
[83,100,70,72,85,94,36,46,31,32,38,46,7,9,47,53,54],
[29,31,72,103,25,28,18,21,50,58,56,65,111,117,61,65,68],
[36,38,80,103,49,51,13,17,75,78,90,103,16,17,45,56,57],
[26,31,7,10,69,78,105,105,85,91,72,75,64,78,55,60,61],
[71,82,49,53,33,44,34,36,6,7,2,2,50,60,42,50,61],
[98,113,75,86,50,60,23,27,52,67,48,55,54,60,63,81,101],
[57,70,40,52,91,104,52,59,52,78,22,22,70,96,76,88,90],
[51,53,9,13,29,33,37,43,68,71,30,32,54,82,35,37,41],
[16,18,40,41,11,16,58,80,88,94,62,67,27,33,10,10,12],
[32,42,12,12,34,45,10,11,31,36,22,22,12,13,42,47,57],
[62,70,5,6,38,54,31,33,22,26,51,65,44,53,1,1,1],
[46,49,42,49,46,49,68,84,35,46,33,34,68,70,15,19,22],
[22,34,2,2,56,71,26,33,51,53,60,92,29,40,70,82,87],
[75,84,16,18,8,8,16,18,48,52,29,30,34,41,66,68,75],
[81,109,45,56,78,85,37,42,101,118,29,32,51,59,76,81,85],
[90,100,88,99,57,78,17,21,77,84,1,1,12,12,34,43,45],
[12,13,28,36,32,42,90,126,6,8,51,68,52,69,83,88,93],
[30,30,25,33,16,19,35,39,84,98,51,52,11,13,15,16,17],
[56,62,76,88,38,51,4,4,17,25,87,88,36,38,5,5,7],
[11,15,30,31,43,44,5,6,82,105,31,38,38,45,40,43,51],
[12,12,82,97,64,90,35,44,11,14,49,57,70,106,20,23,25],
[85,101,56,72,81,93,69,83,3,3,53,70,12,12,37,41,50],
[75,90,89,98,53,75,58,64,15,22,71,75,75,80,3,4,5],
[19,23,60,73,78,101,53,64,49,59,78,79,21,34,72,81,95],
[26,30,24,27,24,34,57,87,16,16,24,28,84,92,18,19,24],
[39,60,73,93,27,32,12,13,50,59,74,83,20,21,12,14,15],
[54,56,10,13,40,50,37,41,44,61,74,77,12,13,50,52,63],
[102,119,52,64,49,59,75,99,49,69,6,8,6,6,72,91,97],
[33,42,64,72,67,70,20,21,58,60,63,98,7,8,36,37,38],
[47,62,25,26,103,123,52,75,48,67,87,89,61,64,43,47,50],
[60,113,70,112,71,87,10,11,61,62,26,28,4,4,82,89,105],
[2,3,12,14,45,57,52,54,31,35,73,90,9,11,63,70,72],
[42,62,64,74,7,10,67,84,70,77,6,6,6,8,69,74,77],
[75,92,26,35,12,13,35,36,22,22,42,50,91,125,67,69,79],
[52,66,40,70,42,51,65,74,58,63,83,84,41,44,69,76,78],
[61,71,27,37,70,85,12,13,7,8,42,48,34,38,74,81,90],
[28,29,8,9,31,40,47,50,57,70,27,34,79,89,71,85,97],
[45,46,94,99,11,14,12,15,44,59,24,27,54,67,40,53,60],
[38,39,72,79,7,7,1,1,49,58,14,18,91,111,46,56,58],
[65,90,81,100,63,67,27,28,68,82,19,26,6,7,45,56,61],
[59,60,87,95,85,85,64,69,8,10,41,53,48,54,45,50,50],
[9,10,48,56,64,70,16,18,23,28,65,72,39,55,39,53,62],
[89,99,13,20,25,28,39,40,3,4,79,89,46,58,63,74,86],
[88,105,62,76,48,60,92,95,14,14,30,33,5,6,11,12,14],
[83,97,65,82,13,16,11,11,81,84,35,35,44,83,22,22,22],
[42,48,14,18,28,33,14,15,59,71,46,59,62,67,36,38,38],
[13,16,49,65,58,71,68,81,58,68,89,94,40,53,75,84,91],
[50,60,17,21,89,97,41,49,101,106,52,59,11,14,40,46,50],
[85,100,28,32,34,36,60,75,71,71,67,88,86,91,35,37,38],
[6,6,79,93,15,17,69,91,66,68,95,114,84,100,37,38,38],
[16,17,75,111,72,77,5,5,44,50,70,74,67,85,11,14,15],
[20,23,65,68,73,76,58,59,21,24,76,90,27,43,63,78,81],
[12,14,20,23,25,28,2,2,43,69,82,84,11,12,55,80,80],
[16,22,48,54,76,87,1,1,59,71,43,43,7,8,22,23,31],
[71,84,23,24,40,45,79,114,28,28,32,33,34,54,79,86,114],
[32,49,60,69,11,14,17,20,3,3,3,5,4,6,62,72,72],
[32,41,78,82,13,16,77,84,83,95,27,29,14,16,60,70,92],
[38,54,4,5,56,109,70,108,22,25,93,108,57,59,6,8,9],
[52,58,51,53,62,108,40,46,24,26,14,22,93,113,72,94,107],
[4,6,64,66,22,48,21,24,13,15,18,21,40,44,71,73,85],
