nbJobs =50;
nbStages =8;
nbMach =[0,2,2,3,3,3,2,2,2];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[3,4,23,28,25,27,28,21,23,25,16,16,18,68,69,64,90,5,6],
[50,71,31,37,46,63,70,7,7,9,53,71,81,62,78,37,46,2,2],
[20,32,49,75,63,70,75,30,31,35,13,14,16,41,44,49,50,88,94],
[50,58,67,82,32,41,43,87,94,98,70,77,88,25,29,76,94,82,98],
[40,48,26,29,13,14,14,4,10,12,3,4,5,26,27,2,2,55,62],
[52,57,3,5,86,113,122,68,74,85,63,78,82,28,28,61,75,83,94],
[38,54,34,38,58,59,61,84,93,101,22,23,36,68,72,29,32,69,88],
[9,11,30,31,33,38,48,52,66,73,51,52,58,42,57,52,60,21,22],
[65,87,53,72,47,61,78,16,24,25,15,15,17,59,88,45,59,7,8],
[14,16,52,67,72,77,84,45,53,54,51,64,78,40,46,61,63,57,62],
[51,51,86,91,75,93,106,51,52,61,28,28,30,28,33,83,86,45,65],
[32,47,94,103,37,43,60,46,50,57,19,23,26,28,33,76,80,30,32],
[39,51,54,63,68,75,81,56,82,102,50,53,59,33,52,46,50,48,103],
[51,63,44,53,83,107,111,15,20,23,46,47,54,1,1,68,78,66,71],
[28,37,68,69,73,76,92,29,31,33,57,68,91,50,68,14,16,24,43],
[9,10,27,38,69,78,88,70,76,84,5,5,6,54,78,57,83,37,47],
[44,50,62,76,7,10,12,9,9,9,59,66,82,49,69,97,123,31,60],
[32,33,24,29,88,103,115,61,63,71,9,9,10,42,45,14,16,44,56],
[84,121,32,35,89,102,107,21,27,30,21,24,27,62,63,83,93,54,61],
[38,44,3,3,103,115,120,81,91,113,58,63,75,14,16,27,32,4,6],
[4,4,76,80,45,51,70,52,59,98,8,10,14,51,65,63,65,32,43],
[85,92,43,60,66,66,67,47,62,70,47,51,62,7,8,63,69,82,89],
[25,26,70,78,71,81,89,27,32,37,24,30,30,13,13,30,36,64,67],
[45,46,99,121,51,69,87,34,35,44,101,104,106,62,67,49,66,12,17],
[74,124,21,22,51,56,64,5,6,8,60,75,87,8,8,24,26,24,24],
[55,71,51,59,10,10,11,50,55,57,15,16,17,39,48,47,50,1,1],
[14,15,83,93,63,64,69,33,33,37,71,89,90,20,26,32,37,78,80],
[4,5,37,46,61,100,103,17,17,17,65,78,90,88,108,18,22,35,41],
[8,9,30,31,40,45,50,55,58,59,62,63,64,25,28,58,65,20,23],
[100,100,32,34,89,97,101,68,75,94,76,99,100,3,3,43,51,41,44],
[59,74,62,66,84,98,102,24,24,24,80,85,89,38,73,61,74,68,73],
[50,55,36,39,38,46,77,88,104,113,28,46,47,21,27,61,109,27,34],
[56,60,18,26,35,36,39,11,13,14,64,67,82,5,5,22,25,24,28],
[26,26,53,55,53,58,63,5,6,7,40,54,58,96,107,52,63,72,79],
[54,65,15,16,16,18,19,67,67,68,77,80,87,106,108,34,37,13,16],
[8,9,52,53,56,66,69,33,36,40,9,10,13,73,94,5,5,2,2],
[1,1,98,109,27,32,33,89,104,116,41,55,57,6,8,58,76,39,41],
[30,32,24,29,80,86,105,3,3,3,39,41,52,79,99,74,92,59,79],
[69,118,66,82,17,20,26,61,69,79,25,27,35,55,55,94,114,65,80],
[78,79,33,42,38,51,65,4,4,6,28,37,39,40,45,59,73,67,75],
[21,27,35,38,83,93,99,5,6,6,20,20,22,66,89,57,76,92,99],
[59,69,88,94,55,75,79,8,10,12,80,82,84,93,105,36,42,38,43],
[89,109,11,11,23,27,27,19,20,22,40,47,60,41,49,49,58,14,16],
[26,27,16,17,10,13,13,52,65,79,23,24,30,39,58,26,33,73,77],
[18,21,32,33,39,51,60,47,60,63,52,57,67,15,27,85,87,4,4],
[14,17,7,8,13,15,17,89,106,109,62,84,105,82,85,45,46,68,76],
[85,93,50,66,38,58,59,57,63,80,43,60,63,54,55,44,63,63,97],
[3,3,83,101,55,60,60,8,9,10,37,43,50,35,49,59,66,78,87],
[22,26,43,43,51,66,68,40,56,82,3,3,4,50,70,11,12,24,24],
[6,7,10,14,45,49,50,76,81,84,82,87,89,87,130,35,56,16,22]
];
OpDue = [985,1375,1547,2162,739,2000,1760,1298,1483,1727,1937,1591,1913,1667,1567,1521,1673,1375,1973,1466,1509,1913,1405,2009,1259,1165,1688,1539,1255,1967,2109,1701,1019,1717,1593,1049,1613,1743,2075,1545,1672,1981,1274,1196,1313,1696,2035,1571,1147,1623];
