nbJobs =50;
nbStages =5;
nbMach =[0,3,3,2,3,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[23,32,33,106,107,113,66,81,42,45,49,49,53,59],
[25,28,34,1,1,1,81,95,43,51,64,52,58,63],
[72,75,84,10,12,14,91,92,11,15,19,19,21,23],
[3,3,3,60,67,80,18,23,62,70,71,2,2,2],
[52,59,62,3,3,3,49,52,9,10,13,43,50,61],
[49,58,65,52,55,65,3,3,20,22,23,2,4,6],
[19,19,23,68,76,76,53,60,75,92,107,25,31,32],
[2,2,2,45,56,61,33,34,31,38,45,99,102,104],
[15,16,20,29,37,37,41,44,14,18,23,2,2,2],
[50,68,78,19,20,22,6,8,46,61,63,74,81,87],
[61,69,73,70,92,94,54,57,84,91,97,16,21,21],
[22,31,45,60,65,75,71,75,9,12,14,63,69,71],
[2,2,2,85,95,104,111,112,86,87,90,50,63,65],
[7,8,9,65,68,70,33,35,48,53,59,32,39,39],
[67,84,84,35,41,46,28,35,45,56,65,20,25,30],
[55,65,80,84,89,102,54,68,65,69,79,101,103,105],
[78,111,116,67,68,102,59,64,102,110,111,58,63,76],
[49,52,58,7,8,9,26,29,49,55,82,38,44,45],
[22,23,36,20,33,35,1,1,16,18,22,18,18,20],
[7,8,9,7,8,9,6,10,39,45,53,26,32,38],
[5,6,8,24,25,26,35,36,55,87,88,83,84,88],
[7,7,8,6,7,9,30,46,41,46,50,72,76,80],
[88,90,92,69,88,95,70,91,5,5,6,16,26,31],
[12,14,14,29,35,47,42,54,17,19,22,101,103,105],
[46,47,55,5,5,6,15,27,84,92,98,39,41,43],
[73,107,114,62,64,76,49,62,37,38,51,42,43,49],
[55,82,97,61,64,81,65,79,75,80,98,26,29,35],
[53,53,64,61,77,80,43,45,43,46,50,31,40,51],
[44,46,48,56,62,72,42,59,67,73,89,10,11,12],
[22,23,27,39,49,50,53,63,10,11,12,88,98,102],
[48,49,69,13,14,15,49,61,54,60,68,69,74,89],
[77,102,103,26,33,41,59,72,51,51,54,1,1,1],
[77,90,98,34,42,46,36,43,59,74,92,62,84,96],
[31,32,33,76,90,97,66,67,65,67,78,22,22,23],
[58,80,90,3,3,3,80,115,7,9,10,31,32,41],
[44,44,51,42,43,44,10,10,67,86,120,10,14,14],
[14,15,16,62,64,66,18,25,50,69,71,65,80,88],
[75,86,89,30,33,34,19,32,17,17,23,4,4,5],
[24,34,35,27,29,29,63,75,32,41,46,45,53,67],
[30,34,38,90,90,95,21,22,33,41,53,9,11,12],
[25,26,28,7,7,8,26,30,35,40,42,71,79,90],
[78,87,100,34,35,40,17,19,67,71,89,8,10,11],
[32,37,38,83,88,104,24,27,24,25,27,43,49,58],
[46,49,67,50,60,66,22,26,74,84,90,38,61,65],
[83,88,95,56,69,71,2,2,14,15,15,8,9,11],
[17,22,22,11,13,13,38,45,24,33,37,46,50,63],
[3,3,3,53,53,54,21,23,67,74,75,1,1,1],
[21,23,24,42,56,61,62,79,46,52,58,27,29,35],
[58,83,89,6,8,9,87,91,1,1,1,31,37,42],
[49,64,66,32,35,39,12,13,67,78,95,51,70,72]
];
OpDue = [1553,1142,1083,811,866,717,1354,1146,571,1150,1593,1258,1776,998,1154,1967,2078,964,473,508,1143,872,1421,1103,1040,1538,1665,1302,1236,1175,1312,1229,1621,1393,1099,1015,1208,823,1115,1001,903,1140,1141,1370,900,793,757,1143,1055,1259];
