nbJobs =100;
nbStages =8;
nbMach =[0,2,2,3,3,2,2,2,2];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[18,20,50,54,71,90,96,3,4,6,12,21,36,41,79,81,104,105],
[21,26,37,43,59,66,96,46,55,60,71,73,51,66,15,15,34,43],
[13,16,35,37,83,98,115,37,46,58,2,2,49,65,28,31,35,41],
[19,21,33,38,46,48,55,71,71,96,22,37,74,75,25,27,37,53],
[33,37,5,6,68,73,87,42,48,50,4,5,51,53,55,72,14,14],
[35,40,63,74,8,8,9,7,8,9,59,70,59,77,95,103,7,11],
[27,32,27,28,36,54,59,75,77,96,65,88,7,8,19,34,19,23],
[12,14,101,106,27,35,38,98,100,120,59,83,12,15,47,52,95,98],
[36,59,37,39,68,96,97,55,56,59,90,105,30,32,38,39,47,60],
[46,52,85,97,31,44,48,78,82,83,45,62,16,19,82,93,105,112],
[27,48,6,7,31,44,49,59,82,95,78,101,4,5,52,63,4,7],
[57,69,14,16,81,90,100,19,19,28,53,56,68,77,104,117,69,75],
[4,5,104,104,17,17,19,72,74,81,23,23,3,3,92,100,85,111],
[60,62,46,54,43,48,52,54,80,88,95,100,26,28,16,24,67,101],
[91,106,50,62,55,95,102,31,32,37,46,51,100,137,9,10,63,83],
[52,58,60,77,55,61,66,38,44,46,87,95,4,5,38,42,29,30],
[21,23,27,30,34,41,53,17,24,28,12,15,55,72,89,104,48,55],
[16,17,5,7,3,3,3,88,92,96,47,55,20,22,86,118,7,8],
[9,12,29,29,80,84,90,7,8,9,77,78,57,62,47,47,93,100],
[40,43,29,34,57,78,79,26,30,33,92,100,40,47,34,37,68,71],
[21,25,108,109,64,68,75,57,60,63,73,87,66,108,42,43,12,18],
[10,10,89,99,5,6,8,60,66,71,13,15,8,10,54,56,40,52],
[29,43,66,71,28,43,57,49,72,76,26,51,59,60,61,63,64,73],
[23,32,78,81,29,30,31,71,73,110,75,81,85,107,16,17,20,32],
[33,42,86,94,6,7,7,21,28,32,41,51,92,93,20,24,16,17],
[4,4,77,95,16,19,20,22,26,32,29,30,60,62,79,81,58,65],
[86,92,13,17,1,1,1,32,32,34,38,41,57,96,56,81,41,43],
[85,106,106,112,78,96,110,75,93,102,67,74,54,58,18,20,87,90],
[77,89,96,114,15,22,23,42,44,57,71,78,2,2,58,64,33,40],
[56,62,7,9,65,87,88,15,21,22,100,110,21,21,1,1,59,62],
[32,32,16,17,35,37,38,21,25,26,10,12,51,55,37,38,58,58],
[94,95,54,78,10,12,13,77,85,95,86,102,84,90,14,14,26,29],
[70,71,79,87,36,37,57,67,70,93,25,26,29,40,45,72,11,14],
[86,90,72,84,67,70,74,9,13,15,51,53,41,45,74,103,5,9],
[94,96,88,90,6,11,13,45,49,56,58,73,68,69,66,68,55,59],
[32,46,76,90,85,100,115,41,44,47,2,4,82,99,20,24,81,94],
[28,29,6,8,29,33,34,73,76,95,74,89,83,84,46,51,53,63],
[6,7,62,63,30,36,41,11,14,14,3,3,61,96,94,99,76,78],
[84,92,41,45,8,9,10,26,34,37,27,30,59,81,34,51,79,91],
