nbJobs =100;
nbStages =5;
nbMach =[0,3,3,2,2,2];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[9,12,14,74,76,85,40,58,8,14,40,55],
[50,61,77,49,56,64,56,61,17,23,9,13],
[89,105,110,28,30,38,81,85,11,12,6,9],
[44,52,54,35,40,42,65,93,20,21,37,47],
[61,63,82,17,20,28,97,106,9,15,24,25],
[18,18,22,67,74,87,26,31,32,34,51,70],
[21,23,23,27,38,44,56,88,63,90,65,120],
[22,24,28,80,88,112,81,91,6,10,23,38],
[51,59,69,12,13,13,55,66,106,114,50,52],
[6,7,8,16,30,36,26,31,24,32,28,38],
[79,97,97,47,48,52,26,28,105,117,4,4],
[53,67,87,56,59,72,48,51,88,92,37,40],
[5,7,8,81,98,111,80,83,70,101,71,76],
[34,34,35,5,5,6,77,83,4,5,97,121],
[48,54,55,57,76,78,46,60,12,16,42,53],
[25,27,35,17,29,37,9,10,77,97,57,69],
[14,19,24,4,5,6,46,56,59,70,50,60],
[91,93,102,75,86,89,75,100,43,55,89,98],
[16,19,20,62,63,77,1,1,75,85,24,26],
[76,95,104,12,13,17,50,50,55,66,49,62],
[36,37,40,22,30,31,100,130,44,52,44,44],
[36,41,44,44,48,52,12,13,19,26,71,103],
[36,43,43,1,1,1,64,70,32,45,18,22],
[51,54,65,48,54,77,22,25,7,7,74,86],
[24,24,24,40,54,55,28,29,4,4,63,67],
[33,37,37,51,60,65,64,78,21,26,76,93],
[24,25,25,67,69,72,20,21,75,93,42,48],
[53,55,64,14,17,18,41,44,51,76,94,109],
[65,87,88,3,3,3,23,29,39,40,29,31],
[69,76,83,67,71,71,17,21,77,89,44,60],
[2,2,2,74,77,92,52,78,52,67,17,19],
[14,26,27,31,32,34,12,12,72,106,78,99],
[104,108,126,44,49,59,14,24,48,52,51,57],
[47,56,61,47,47,49,71,77,71,100,21,23],
[44,45,51,50,51,73,89,107,36,41,63,67],
[63,76,80,23,31,37,13,15,45,59,83,84],
[14,19,20,10,13,14,17,27,54,62,48,69],
[106,114,124,16,16,19,69,70,25,35,2,2],
[45,49,49,67,69,76,15,15,28,45,26,30],
[75,82,90,76,87,98,39,43,110,124,3,3],
[50,51,55,19,20,32,67,74,7,9,39,39],
[66,75,77,29,35,37,20,23,72,78,13,14],
[11,12,13,65,77,82,82,107,82,127,15,21],
[78,107,122,88,89,109,79,101,9,12,35,38],
[41,41,57,22,26,27,63,79,72,74,27,29],
[44,54,63,50,55,57,63,74,31,36,41,64],
[70,82,85,86,103,120,74,92,54,71,46,52],
[59,61,71,69,76,90,5,6,43,54,44,59],
[74,77,107,59,80,92,81,125,76,94,49,51],
[49,76,78,35,53,54,37,64,69,72,11,12],
[8,9,10,30,32,32,46,52,50,64,86,90],
[48,67,79,64,73,74,92,108,12,12,22,23],
[53,74,77,12,13,16,36,41,63,74,14,19],
[68,79,79,27,31,32,54,71,49,53,44,60],
[13,13,15,5,5,6,11,11,71,73,57,86],
[84,93,125,34,39,41,46,58,91,97,53,63],
[25,27,30,45,45,48,83,106,88,109,13,17],
[88,93,104,61,85,90,21,22,11,15,75,91],
[46,51,65,40,44,46,60,82,2,2,58,71],
[51,73,81,15,16,19,68,83,25,31,81,95],
[31,32,35,76,85,96,23,29,2,4,42,47],
[14,21,21,79,93,109,15,16,79,81,108,114],
[75,88,102,38,38,40,76,88,82,84,15,17],
[63,78,91,56,61,83,3,3,42,54,26,29],
[18,22,23,83,105,107,55,56,25,36,75,99],
[36,45,46,6,12,13,63,63,52,70,65,84],
[27,29,40,60,63,66,37,42,29,36,61,81],
[13,15,22,13,19,21,66,84,37,39,96,112],
[26,27,28,59,69,88,75,88,18,20,23,24],
[50,52,66,66,74,86,18,19,22,23,10,12],
[65,73,86,42,43,60,3,4,12,17,84,118],
[9,9,11,18,19,20,72,84,12,12,2,2],
[51,61,64,52,53,56,45,79,47,59,68,76],
[37,40,55,44,50,51,7,8,7,7,2,2],
[30,40,52,30,41,41,16,20,79,82,3,7],
[20,31,33,54,61,67,24,28,45,69,48,58],
[57,70,72,20,21,25,35,44,60,68,73,78],
[46,49,52,73,79,89,1,1,19,25,74,83],
[39,44,49,63,73,76,21,26,12,12,39,44],
[48,62,69,30,44,46,4,7,69,87,26,31],
