nbJobs =50;
nbStages =8;
nbMach =[0,2,2,3,2,2,3,3,2];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[23,27,8,12,87,102,109,42,59,23,23,42,62,69,43,45,50,78,86],
[89,104,36,50,7,7,7,9,11,48,68,21,22,30,49,51,58,72,83],
[60,77,74,74,14,17,19,61,64,49,51,5,8,11,80,81,91,58,62],
[32,41,78,86,62,62,75,10,11,54,61,84,100,101,38,40,61,38,54],
[75,81,59,74,69,73,95,23,27,20,22,6,7,8,68,73,84,29,33],
[78,103,37,55,36,42,52,21,25,18,18,94,97,112,21,23,24,74,78],
[3,3,34,40,79,81,96,44,50,74,77,42,44,60,27,29,35,59,74],
[34,36,32,52,58,67,70,45,76,84,116,83,87,100,73,90,92,61,64],
[53,60,33,47,23,29,36,88,101,34,36,27,32,35,7,13,16,93,104],
[89,108,72,86,76,77,86,46,79,75,110,89,97,110,93,98,100,75,87],
[91,103,53,64,52,66,81,15,22,12,16,77,100,105,2,2,2,71,75],
[69,102,59,65,34,41,45,79,81,93,96,3,3,3,26,36,46,73,76],
[71,75,6,7,22,27,32,52,59,52,103,31,56,61,82,87,111,4,8],
[30,37,72,79,46,59,60,9,10,35,41,14,16,17,51,60,69,83,94],
[105,108,49,61,38,43,48,86,91,75,78,8,9,10,9,10,14,10,13],
[56,66,43,45,17,17,26,55,71,82,118,44,48,59,55,74,75,60,65],
[68,69,13,13,61,68,72,9,9,82,85,67,83,94,15,19,20,67,72],
[42,46,70,116,30,33,42,47,50,89,91,76,88,96,79,95,101,67,115],
[8,8,62,65,33,45,48,35,43,50,51,66,71,79,88,95,116,8,8],
[27,40,43,51,37,38,38,11,12,44,58,96,102,104,55,56,62,17,20],
[71,85,42,49,25,27,35,34,37,27,33,91,106,119,31,41,52,22,25],
[18,20,15,17,2,2,2,83,86,77,109,15,15,16,69,88,93,60,66],
[65,75,6,7,77,77,88,59,83,9,15,40,43,43,43,44,47,49,53],
[49,60,60,61,40,47,51,55,68,81,94,9,10,12,30,31,32,5,8],
[17,22,47,64,39,42,59,8,11,89,107,58,70,86,9,12,13,24,30],
[38,52,17,21,55,77,89,67,85,39,56,76,86,103,50,68,75,19,21],
[8,8,53,72,62,80,88,6,7,24,26,18,20,21,5,6,7,30,35],
[37,40,91,97,40,41,55,26,34,14,16,6,7,7,40,50,55,54,75],
[41,51,58,60,94,102,107,35,45,52,53,33,38,44,30,35,37,55,61],
[28,34,10,12,58,59,61,74,79,8,9,57,58,76,21,27,29,60,65],
[53,65,54,57,14,16,18,22,23,50,68,71,74,81,66,78,79,8,10],
[55,74,47,53,6,8,8,64,97,61,62,49,53,58,26,38,39,76,101],
[45,47,41,51,94,96,99,17,20,30,31,29,36,38,7,8,10,15,19],
[88,93,66,68,34,45,49,10,13,16,21,39,42,46,8,8,8,60,80],
[39,40,10,10,91,100,105,57,86,29,31,62,77,78,84,88,95,22,28],
[63,75,37,62,67,88,95,52,79,65,79,10,12,13,34,44,50,44,45],
[36,44,71,89,79,82,98,88,89,1,1,12,13,14,76,78,93,43,58],
[50,52,73,114,10,12,15,51,68,73,79,28,35,37,88,113,114,38,40],
[23,23,42,55,82,99,105,19,29,49,50,84,87,111,42,44,58,17,32],
[45,71,105,117,68,72,82,39,50,74,98,7,7,9,22,25,28,30,38],
[65,77,4,7,69,95,106,2,2,60,68,11,11,12,49,58,61,17,32],
[20,24,31,45,77,77,90,55,74,46,54,88,93,96,56,68,76,74,98],
[48,48,42,47,3,4,6,48,49,53,55,73,105,111,49,51,59,9,11],
[51,55,77,85,25,26,31,65,79,20,20,30,32,34,85,91,103,15,19],
[2,2,46,62,53,61,74,7,8,72,80,29,34,37,85,97,99,101,114],
[82,86,13,18,65,67,78,19,34,74,112,53,55,56,71,103,115,35,41],
[83,88,5,6,70,74,87,54,61,66,76,29,30,37,3,3,3,44,58],
[49,58,3,4,8,9,9,33,41,67,69,62,84,91,77,81,88,53,61],
[9,14,12,14,8,8,10,73,76,33,52,69,77,98,32,40,46,93,95],
[30,41,8,8,39,40,50,25,27,71,83,26,36,39,4,5,6,8,9]
];
OpDue = [1574,1476,1695,1761,1530,1682,1573,2160,1589,2755,1693,1902,1553,1503,1604,1875,1639,2319,1531,1430,1553,1505,1511,1431,1355,1735,947,1369,1715,1353,1483,1760,1188,1402,1744,1753,1767,1879,1627,1761,1297,2003,1435,1581,1747,1912,1530,1555,1459,947];
