nbJobs =100;
nbStages =8;
nbMach =[0,3,3,2,2,2,2,2,3];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[9,9,11,19,28,31,2,2,57,66,76,99,79,91,36,37,3,4,5],
[54,55,72,6,10,11,53,62,54,60,18,25,69,71,81,86,61,63,68],
[11,11,11,58,65,90,29,37,20,34,72,93,60,78,5,6,65,71,77],
[72,81,84,67,70,76,2,2,1,1,23,23,10,15,76,105,64,70,74],
[25,28,32,34,42,46,38,51,10,10,42,55,49,49,39,42,72,73,85],
[88,89,113,87,89,121,74,81,24,24,1,1,14,20,27,27,49,52,55],
[47,48,67,17,21,25,21,22,91,109,26,29,72,90,73,81,29,31,40],
[14,18,19,44,46,69,31,34,29,44,81,94,37,43,58,62,1,1,1],
[26,29,29,88,115,115,73,81,22,26,96,111,58,67,97,106,41,45,45],
[61,68,78,26,32,36,38,58,18,23,78,101,63,69,34,46,65,89,97],
[90,111,116,86,96,103,54,56,41,49,77,105,49,62,18,24,19,23,34],
[43,47,52,9,10,11,65,68,59,62,64,65,99,112,43,48,46,50,56],
[48,61,61,14,14,15,31,34,86,102,31,46,2,2,36,40,24,44,49],
[33,34,37,95,102,118,28,42,29,36,64,68,60,77,41,42,14,18,20],
[73,76,85,58,78,86,77,93,84,103,19,22,61,71,30,41,58,58,80],
[34,36,41,69,76,86,82,100,41,44,8,10,25,34,67,81,45,48,64],
[38,55,66,38,47,51,58,76,5,9,5,8,45,49,84,115,12,13,15],
[36,38,46,23,25,25,30,31,26,30,58,80,21,22,61,62,36,47,48],
[53,61,64,72,79,88,8,8,37,40,12,16,91,104,91,104,90,101,107],
[93,97,103,1,1,1,35,37,60,63,67,67,39,42,69,70,3,4,5],
[78,95,112,43,46,50,85,90,24,37,72,82,68,93,26,29,17,19,24],
[24,26,29,13,17,18,64,81,83,89,63,72,52,53,49,49,63,66,77],
[40,45,49,71,80,82,81,100,68,73,26,32,6,8,33,39,64,65,67],
[46,74,78,21,22,23,67,72,66,70,84,87,19,20,20,20,67,69,76],
[68,76,96,38,45,46,43,44,45,53,80,103,80,103,105,119,31,35,40],
[80,83,105,58,59,67,65,70,12,14,74,102,36,36,87,95,62,72,74],
[75,110,112,66,68,69,82,92,8,8,26,28,11,15,74,92,66,74,85],
[96,109,109,12,13,13,1,1,62,67,54,62,67,87,17,19,44,51,60],
[37,39,48,11,13,16,74,84,46,47,30,37,5,7,72,73,81,83,93],
[81,83,94,3,7,9,39,43,18,19,53,56,82,91,75,78,70,72,82],
[18,18,21,31,33,43,23,26,74,94,72,76,76,86,29,35,50,62,66],
[36,38,41,42,47,48,77,82,31,32,2,2,16,19,4,4,12,17,18],
[32,40,50,65,75,80,32,32,40,46,31,32,35,51,88,117,55,57,62],
[6,7,10,16,20,21,47,56,92,112,16,17,84,108,89,99,42,55,60],
[69,76,97,72,78,91,107,108,21,23,2,2,12,12,49,61,70,71,91],
[3,3,3,45,47,63,58,78,27,28,6,6,3,3,23,27,29,32,39],
[56,60,86,50,64,67,35,35,55,65,8,10,58,61,12,18,36,45,53],
[65,73,75,12,13,17,66,76,82,89,62,68,29,40,41,47,88,100,125],
[30,40,46,66,82,82,49,54,6,7,95,97,35,40,83,90,41,47,54],
[66,70,80,89,91,107,90,91,71,108,18,25,25,33,15,17,35,37,45],
[19,23,28,35,38,41,26,37,69,108,35,54,87,104,17,17,27,32,38],
[11,15,19,70,72,85,62,63,36,39,16,22,73,73,77,80,91,93,101],
[25,25,28,24,25,27,12,13,87,91,3,3,92,100,12,15,7,9,13],
[24,28,28,79,89,122,88,103,32,34,63,81,39,40,13,19,21,23,24],
[31,48,52,11,11,13,65,115,81,102,93,100,51,54,44,46,21,23,24],
[82,82,95,22,30,32,38,43,23,31,35,39,96,107,7,7,27,30,34],
[77,92,95,100,100,116,79,85,86,100,55,73,44,53,18,25,12,16,17],
[86,89,99,71,110,118,95,100,4,4,94,104,13,15,77,81,39,44,53],
[71,87,87,22,22,30,3,3,60,80,49,52,72,90,7,9,55,67,76],
[62,99,108,17,18,26,71,101,71,76,106,115,64,69,7,7,11,12,14],
[75,76,94,25,32,34,37,39,76,84,51,55,13,15,31,33,36,45,48],
[80,84,87,59,60,77,19,24,26,27,20,25,68,100,24,27,61,71,76],
[76,79,86,35,37,37,52,54,30,49,38,41,81,99,38,41,7,7,8],
[34,38,42,88,101,102,88,135,40,42,72,92,70,101,57,64,33,40,44],
[78,88,100,5,6,6,57,64,32,41,80,93,77,91,53,54,45,68,74],
[79,80,81,39,54,69,73,86,22,25,5,5,44,55,78,108,2,2,2],
