nbJobs =100;
nbStages =5;
nbMach =[0,3,2,3,2,2];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[50,58,58,78,82,53,63,69,75,90,51,80],
[52,67,80,75,94,90,99,102,23,25,51,66],
[36,46,46,20,26,3,3,3,89,104,8,9],
[24,29,32,78,91,34,45,47,6,10,15,19],
[36,41,42,9,9,69,75,101,31,40,70,71],
[35,41,54,43,83,17,22,22,13,26,96,110],
[8,13,13,46,61,10,12,15,97,99,49,56],
[38,38,46,52,77,25,39,42,6,8,19,21],
[58,65,70,43,52,51,52,60,20,23,27,28],
[38,39,43,93,95,71,74,85,16,19,25,26],
[2,4,5,89,91,7,8,10,23,27,6,9],
[77,81,103,81,87,31,33,35,35,52,48,54],
[79,81,96,40,61,24,31,36,94,105,20,27],
[43,49,50,80,85,18,20,26,63,79,41,43],
[37,46,48,25,26,72,84,110,76,78,76,81],
[79,85,91,76,79,87,95,121,3,3,76,92],
[37,50,52,16,25,61,67,78,37,39,72,103],
[83,87,115,21,26,89,90,107,34,39,33,34],
[43,60,67,37,37,49,61,67,66,85,59,85],
[84,91,100,26,32,56,59,68,52,59,80,83],
[60,71,79,16,17,44,45,47,6,7,40,42],
[56,70,77,37,39,39,54,59,40,45,73,91],
[44,45,81,31,34,19,21,25,1,1,69,77],
[24,24,27,54,56,11,12,14,100,128,30,32],
[28,32,46,68,73,35,37,55,16,17,75,102],
[58,66,85,26,29,16,19,19,28,48,17,19],
[14,18,18,5,5,52,64,64,8,14,11,13],
[45,65,69,33,50,79,81,93,63,66,76,79],
[12,15,16,55,56,26,27,29,94,129,17,17],
[23,25,33,11,14,8,8,10,66,75,86,89],
[12,16,19,28,28,41,48,57,26,28,34,41],
[82,96,103,23,30,68,75,88,54,68,2,2],
[11,15,15,12,14,31,34,41,66,73,10,16],
[84,106,109,12,13,37,40,49,47,66,33,40],
[65,66,74,61,65,18,26,28,79,92,30,32],
[91,93,100,57,73,81,101,104,68,81,55,75],
[101,106,107,19,22,67,68,73,17,22,19,28],
[31,33,37,13,16,1,1,1,58,68,6,8],
[10,10,11,84,93,58,70,74,32,38,30,35],
[2,2,2,68,79,34,36,50,40,55,38,51],
[62,71,76,85,88,69,69,71,59,80,50,53],
[56,83,84,10,11,7,9,9,56,69,40,41],
[39,46,52,97,99,65,71,82,33,49,8,11],
[59,63,69,2,2,26,31,36,81,89,49,51],
[24,28,34,3,7,10,12,13,51,52,57,77],
[56,64,65,35,55,37,46,47,63,67,18,21],
[82,88,101,35,42,72,79,81,31,50,32,45],
[37,40,43,72,74,3,3,3,29,32,33,35],
[79,89,112,83,87,52,56,56,53,61,86,93],
[27,36,37,46,53,48,49,58,22,23,37,39],
[63,70,97,68,72,60,66,86,71,93,20,22],
[54,56,62,61,65,60,70,89,101,110,97,100],
[32,32,33,71,94,9,9,10,24,25,48,68],
[109,125,126,97,119,74,90,93,103,103,14,19],
[20,25,29,72,81,25,28,34,74,77,18,18],
[41,48,50,20,24,35,43,47,24,25,23,25],
[29,30,33,95,104,62,75,76,90,99,70,94],
[73,81,97,57,65,38,43,45,15,22,23,29],
[25,33,33,56,83,63,66,66,80,95,9,12],
[65,70,83,49,50,70,95,110,3,3,82,114],
[36,43,48,79,93,7,8,9,72,78,48,59],
[82,104,137,15,24,25,29,31,11,11,108,117],
[4,5,6,39,41,78,79,98,99,99,52,67],
[53,61,73,27,35,32,37,43,74,98,92,93],
[6,7,8,71,73,82,90,95,1,1,19,28],
[103,112,137,67,87,18,21,27,82,96,15,23],
[20,32,33,100,101,24,35,37,61,67,3,3],
[60,63,68,52,68,56,59,61,88,94,24,25],
[11,14,17,19,20,8,9,10,59,60,61,95],
[18,20,27,3,5,33,54,55,2,2,11,12],
[68,76,94,72,85,8,9,12,67,70,57,80],
[27,28,28,65,78,4,5,5,78,81,48,48],
[55,91,101,30,30,22,31,34,43,55,39,68],
[45,47,47,21,22,61,62,63,70,77,56,61],
[61,70,72,10,13,40,44,48,34,54,45,50],
[37,38,43,4,6,3,4,4,81,88,32,55],
[40,46,53,50,53,26,30,34,70,120,45,59],
[2,2,2,75,114,53,62,67,91,93,66,68],
[80,81,101,31,31,66,70,111,50,52,16,17],
[14,16,17,23,28,78,80,85,74,78,7,10],
[51,59,59,31,34,43,49,50,86,88,64,66],
[27,37,37,71,72,34,40,41,45,47,72,111],
[41,46,47,51,54,29,43,43,21,28,3,5],
[91,100,110,77,90,4,5,5,70,89,38,43],
[31,37,37,43,44,23,31,31,3,4,61,63],
[18,19,20,38,46,76,76,96,1,1,30,39],
[69,69,73,70,104,31,33,41,47,51,26,43],
[45,56,58,82,90,46,53,70,78,78,70,72],
[70,84,95,83,86,30,40,40,14,22,68,77],
[43,44,56,67,69,19,25,26,67,91,66,68],
[2,2,2,56,71,18,20,21,58,92,55,57],
[94,108,122,51,56,18,23,34,47,55,18,21],
[63,76,97,15,18,81,88,91,53,63,3,3],
[18,20,29,53,57,44,44,52,67,83,27,31],
[11,13,15,71,72,7,10,11,73,82,67,87],
