nbJobs =100;
nbStages =5;
nbMach =[0,3,2,3,3,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[24,25,32,87,136,38,42,42,22,28,30,66,80,90],
[95,95,100,33,41,35,41,43,43,47,47,33,44,50],
[62,72,89,72,106,57,70,90,47,47,56,73,75,88],
[75,85,116,22,23,57,79,81,87,88,94,21,26,30],
[70,85,106,70,76,11,12,14,67,86,93,39,54,65],
[54,90,96,3,5,45,56,66,81,81,96,22,26,27],
[50,55,75,6,8,5,6,6,22,26,30,3,3,3],
[8,8,9,51,68,42,42,42,78,99,100,8,10,15],
[30,37,45,32,51,23,24,29,66,71,72,62,68,77],
[47,49,60,20,22,13,16,17,3,3,3,73,78,80],
[9,11,14,1,1,76,100,103,53,57,81,33,43,44],
[24,24,34,74,89,73,73,80,28,31,39,33,40,44],
[48,57,68,93,103,22,23,25,84,85,111,66,69,76],
[42,56,65,46,63,67,70,78,20,22,23,50,52,69],
[45,47,51,74,75,80,108,118,64,65,65,48,54,67],
[2,4,6,2,2,32,43,46,29,30,42,30,31,39],
[40,53,54,38,54,42,60,65,7,9,10,3,3,3],
[46,49,52,77,88,25,30,34,58,67,79,39,40,48],
[71,71,79,39,47,59,104,126,73,75,78,67,71,74],
[60,81,88,14,16,64,71,88,3,3,3,40,46,49],
[58,65,80,66,86,38,44,50,14,16,16,53,61,62],
[62,70,81,55,58,67,79,91,80,91,102,7,11,13],
[6,6,7,80,99,89,93,99,51,59,60,54,85,95],
[88,94,97,36,48,58,69,71,50,54,60,35,37,37],
[70,99,111,43,49,29,34,34,29,29,38,7,11,12],
[3,3,3,73,89,50,53,74,6,8,10,48,64,73],
[17,17,20,16,19,71,76,77,75,86,93,46,60,84],
[54,58,65,23,26,38,38,47,7,9,10,47,55,56],
[5,7,7,23,29,30,31,38,42,46,65,74,78,80],
[6,7,10,43,44,22,24,35,36,40,41,30,32,36],
[41,43,58,6,7,52,68,75,3,4,5,82,89,105],
[53,54,59,44,48,56,64,67,65,102,104,45,55,61],
[62,73,96,61,92,101,109,123,7,9,9,7,9,9],
[50,58,68,89,92,49,51,52,81,112,121,25,28,32],
[88,91,93,13,16,85,94,115,59,63,65,53,64,64],
[15,17,17,14,31,63,87,94,94,95,104,25,30,34],
[67,96,104,45,54,28,36,48,55,70,84,48,51,59],
[41,42,46,58,60,64,69,81,23,26,31,82,84,89],
[45,64,77,38,59,50,52,60,2,2,2,8,8,9],
[76,90,112,33,52,61,69,70,31,36,41,3,3,3],
[66,72,75,77,90,60,88,95,68,75,78,79,89,92],
[61,78,79,38,40,16,26,29,17,17,18,80,87,99],
[76,84,102,9,12,12,14,15,62,64,68,34,41,41],
[51,62,63,77,78,62,78,88,53,63,64,18,21,24],
[26,26,31,89,110,16,20,23,39,43,48,49,62,68],
[63,63,70,47,61,77,81,82,57,61,61,15,19,23],
[59,60,62,58,63,19,21,22,20,28,32,69,78,79],
[13,15,18,39,47,27,33,35,14,17,19,2,2,2],
[4,4,5,45,62,13,17,25,66,75,77,72,89,97],
[77,97,99,62,72,12,13,14,54,62,97,47,53,62],
[30,34,34,96,100,36,36,36,43,43,45,9,9,9],
[8,10,11,33,42,6,7,8,1,1,1,8,12,14],
[42,50,56,11,12,46,51,67,73,88,91,59,65,81],
[55,59,75,11,14,3,3,3,8,9,9,56,65,79],
[40,70,106,44,60,77,94,107,1,1,1,31,32,37],
[64,86,87,58,64,16,19,21,59,97,107,71,77,79],
[70,92,93,66,68,53,68,72,89,102,112,51,57,60],
[33,34,35,53,60,62,63,68,33,37,41,7,7,7],
[11,13,21,93,121,47,48,56,42,44,44,43,48,68],
[87,88,89,55,68,59,75,94,53,60,63,85,92,114],
[7,9,10,44,48,8,11,13,53,70,76,2,2,2],
[22,28,28,25,32,69,76,80,63,82,87,15,16,16],
[24,24,26,83,101,8,9,10,42,43,48,3,3,3],
[16,19,21,78,98,59,89,109,42,52,54,23,31,34],
[75,84,87,13,13,12,20,21,14,15,20,70,88,88],
[35,42,43,36,45,63,74,90,42,60,60,46,47,49],
[19,20,20,60,85,20,22,30,1,1,1,53,89,91],
[50,51,62,70,86,82,104,107,8,9,10,16,17,19],
[41,43,44,89,110,7,8,9,26,27,36,34,39,47],
[88,99,105,54,61,61,66,68,12,14,15,69,81,105],
[72,81,81,27,39,16,17,18,13,18,21,76,89,91],
[67,69,79,64,65,22,29,30,2,2,2,70,81,87],
[83,99,99,22,41,1,1,1,40,45,55,86,94,97],
[70,91,93,27,28,1,1,1,3,6,6,12,13,14],
[76,81,91,7,8,33,38,47,89,91,107,22,29,30],
[6,8,9,36,39,12,15,18,63,85,96,72,87,100],
[84,99,105,43,58,58,73,83,84,86,92,16,21,21],
[63,77,79,39,45,59,71,77,14,16,17,71,72,110],
[78,79,107,46,78,63,75,83,79,99,109,68,75,90],
[58,67,78,68,69,60,80,100,16,18,19,39,45,46],
[63,85,85,67,74,79,94,100,56,75,81,22,22,27],
[39,43,54,60,80,84,85,87,39,51,61,59,86,104],
[18,25,29,58,75,25,27,33,79,81,102,5,7,7],
[58,79,90,46,48,65,71,76,58,96,110,63,82,90],
[83,98,103,55,59,51,96,100,41,60,67,45,52,74],
[6,7,9,17,21,54,54,70,23,24,24,61,68,74],
[67,72,96,31,46,60,69,75,33,33,33,32,35,36],
[81,82,82,38,40,17,19,21,46,53,56,22,22,33],
[69,70,93,73,74,25,29,32,46,50,55,60,76,91],
[18,22,24,49,64,8,9,10,51,60,67,5,5,7],
[14,15,15,27,30,59,63,78,26,37,38,39,43,45],
[20,20,21,17,18,91,99,99,72,85,92,69,92,95],
[67,76,78,10,22,19,25,32,57,60,61,40,47,53],
[101,101,141,20,26,32,37,44,1,1,1,15,26,26],
[78,85,87,22,25,36,44,44,49,52,57,85,89,99],
[7,7,8,34,41,41,46,58,41,44,45,52,53,67],
[47,53,57,52,65,44,50,54,7,7,9,75,93,120],
[50,54,58,54,55,38,40,47,48,56,63,80,88,107],
[71,75,98,93,96,86,88,105,47,59,66,25,30,30],
[30,37,44,83,105,80,84,102,51,65,73,88,97,105]
];
OpDue = [2276,2091,2915,2417,2456,2005,813,1705,1943,1347,1672,2047,2741,2073,2761,907,1299,2172,2872,1709,2093,2463,2593,2336,1709,1701,2065,1487,1549,1199,1719,2461,2249,2663,2607,1980,2385,2280,1399,1927,3167,1931,1719,2345,1999,2224,1948,869,1879,2368,1755,532,2143,1231,2008,2576,2987,1591,2149,3049,1069,1780,1384,2168,1688,2060,1559,2051,1759,2548,1845,1956,2121,1049,2017,1823,2596,2272,3176,2217,2668,2672,1700,2877,2776,1416,2017,1736,2444,1215,1487,2420,1768,1587,2335,1551,2111,2380,2836,3035];
