nbJobs =100;
nbStages =5;
nbMach =[0,2,2,3,3,2];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[77,77,7,13,77,81,84,57,72,76,21,29],
[42,42,78,82,21,35,40,40,48,54,70,111],
[38,46,78,82,70,97,100,47,62,65,4,5],
[64,74,30,32,20,20,22,46,55,55,99,114],
[84,103,7,9,27,29,33,37,39,40,64,83],
[56,59,72,98,13,13,14,74,78,87,36,50],
[54,65,56,68,2,2,2,39,58,75,59,60],
[93,109,20,23,85,105,113,23,28,34,11,13],
[92,97,1,1,24,24,28,16,19,20,83,104],
[43,51,58,60,20,24,24,80,98,108,54,74],
[75,94,89,92,57,65,71,32,41,47,27,28],
[80,84,2,2,74,82,87,23,24,27,53,100],
[22,27,57,71,40,40,42,47,68,86,45,46],
[23,23,87,88,3,4,5,59,62,68,9,11],
[99,101,95,102,21,24,24,1,1,1,93,105],
[54,62,88,96,76,79,89,48,57,69,54,58],
[30,38,70,93,42,51,59,22,24,28,52,57],
[6,6,40,48,87,90,91,47,50,53,73,73],
[58,78,5,8,3,3,3,47,61,67,7,9],
[53,60,3,4,66,76,92,36,37,40,30,34],
[14,22,21,25,92,100,113,54,56,72,43,47],
[44,48,66,94,73,83,87,1,1,1,23,26],
[7,8,74,104,82,90,116,50,55,59,36,42],
[69,71,30,42,46,46,59,34,38,38,58,61],
[57,59,60,62,3,3,3,57,70,70,6,8],
[62,77,79,112,68,71,73,37,43,50,30,33],
[12,16,53,59,52,52,61,61,76,107,67,73],
[82,89,38,47,20,24,29,12,14,16,71,103],
[80,95,22,25,2,4,5,54,59,65,58,63],
[36,48,1,1,88,88,106,98,99,106,65,68],
[31,33,76,98,19,23,23,11,12,14,15,17],
[61,71,46,53,47,61,71,74,92,103,9,11],
[3,3,30,34,43,44,48,4,5,6,65,70],
[9,10,92,92,48,52,57,94,97,127,50,63],
[29,43,79,80,76,88,95,39,42,51,56,90],
[19,27,31,34,9,10,10,82,111,111,90,91],
[66,73,75,78,64,87,91,2,2,2,85,92],
[66,76,68,77,6,8,8,73,73,85,42,49],
[33,40,41,46,11,12,14,65,85,89,36,46],
[69,80,22,28,52,59,65,18,24,29,62,71],
[60,84,46,46,85,86,91,52,67,77,41,50],
[11,14,97,121,60,72,90,35,47,55,82,92],
[57,57,51,59,19,19,23,40,44,48,24,27],
[5,5,71,96,69,70,72,68,76,96,64,70],
[24,27,33,36,75,80,89,83,92,95,80,87],
[41,58,9,12,76,88,94,6,8,9,62,63],
[34,37,86,100,73,101,103,31,34,36,7,7],
[14,18,54,59,58,64,75,56,68,73,91,101],
[48,73,61,64,57,59,66,9,9,10,19,22],
[97,98,28,30,58,63,67,39,44,44,1,1],
[65,76,69,73,28,32,35,3,3,3,107,116],
[88,111,33,43,66,74,76,22,25,26,32,41],
[43,64,107,116,53,55,58,61,83,102,28,29],
[36,36,46,62,78,79,86,75,96,102,14,23],
[30,35,74,85,30,32,35,53,58,62,15,16],
[17,18,61,91,32,35,38,2,4,5,86,97],
[9,15,32,42,9,10,13,50,63,72,73,73],
[68,93,85,92,42,53,62,52,65,68,86,95],
[33,65,38,41,22,22,28,34,34,39,67,78],
[85,93,33,41,6,7,8,93,118,119,52,54],
[18,21,55,63,82,86,87,49,51,60,96,101],
[44,58,82,109,26,33,34,49,59,60,19,21],
[57,78,31,33,5,5,5,30,30,37,71,81],
[92,99,21,22,67,70,70,13,14,14,31,39],
[25,31,3,3,3,3,3,62,92,97,33,34],
[4,6,39,40,64,72,78,57,62,66,28,33],
[37,41,76,102,30,33,43,25,29,31,35,38],
[82,93,44,48,77,78,90,26,26,29,108,109],
[50,128,3,3,9,10,11,69,80,82,20,23],
[65,78,19,25,55,60,70,50,54,58,92,104],
[38,49,72,84,61,69,70,60,67,71,7,8],
