nbJobs =100;
nbStages =8;
nbMach =[0,2,3,2,3,3,2,3,2];
nbWork =[0,2,2,2,2,2,2,2,2];
B=10000;
OpDurations = [
[54,69,61,73,81,84,100,35,36,45,6,8,9,62,78,19,22,24,14,19],
[38,39,84,92,96,21,27,74,84,84,33,43,48,51,54,24,32,34,45,45],
[9,9,47,53,56,85,95,59,63,65,26,34,41,22,27,66,72,84,37,42],
[14,17,53,58,61,17,18,16,22,23,32,49,51,74,79,42,51,69,8,11],
[14,15,20,25,25,9,11,31,33,36,84,91,96,22,23,20,21,24,7,13],
[53,64,20,22,22,52,56,41,49,50,66,78,79,14,15,67,91,96,57,60],
[19,28,17,19,20,58,69,12,13,15,11,14,14,73,79,69,78,83,55,66],
[61,65,54,64,67,29,30,54,58,65,26,35,35,74,86,82,89,105,63,78],
[41,49,7,10,11,68,73,18,22,28,10,12,16,7,7,71,73,86,9,13],
[47,48,13,14,14,35,35,50,51,56,53,73,74,57,72,61,61,61,10,13],
[62,64,69,72,73,39,42,8,8,9,92,95,106,94,96,16,16,19,57,62],
[7,8,38,42,48,42,48,8,8,9,62,76,91,71,76,16,17,23,6,6],
[26,29,35,44,53,86,100,6,6,8,78,80,82,7,8,17,18,26,47,66],
[53,54,62,64,73,86,96,39,46,48,9,10,15,51,52,3,3,3,32,32],
[66,69,51,63,64,49,60,81,92,94,34,35,36,49,62,45,60,62,31,35],
[26,30,3,3,3,8,8,38,56,56,13,16,19,27,33,19,24,25,94,108],
[36,47,28,33,36,92,114,57,61,70,30,31,44,2,2,45,52,60,53,65],
[79,103,23,26,26,26,30,72,77,86,38,45,48,55,72,56,58,61,36,39],
[18,24,46,55,71,6,7,40,41,46,61,74,76,39,40,9,10,12,44,54],
[33,46,69,90,107,45,47,8,8,9,2,2,2,13,14,39,41,54,70,81],
[72,74,72,87,101,2,2,70,78,83,84,87,89,50,62,43,48,59,53,68],
[86,96,52,71,93,20,25,16,17,18,46,66,68,93,103,30,33,34,37,38],
[63,84,54,55,61,70,89,42,61,61,77,84,102,60,68,61,68,83,11,14],
[83,91,21,33,35,22,33,70,72,77,12,13,15,34,35,16,19,19,2,2],
[55,86,37,63,80,56,57,1,1,1,13,14,15,6,8,18,22,22,34,48],
[48,59,74,96,122,90,127,36,40,43,19,35,35,77,102,56,63,73,66,70],
[34,44,35,39,48,101,104,72,74,83,5,6,6,102,114,16,21,26,75,117],
[4,5,15,16,19,50,61,68,89,93,68,80,96,18,24,11,11,12,85,92],
[69,109,71,89,93,30,36,5,8,13,56,61,67,22,22,31,42,47,67,72],
[67,98,39,46,49,34,35,6,6,7,67,81,94,87,91,96,118,119,69,104],
[18,29,48,53,72,16,17,91,101,112,68,76,79,46,63,27,54,72,5,6],
[29,37,53,68,78,46,64,70,76,79,23,25,26,77,85,43,51,58,54,61],
[48,61,74,88,112,36,69,30,45,60,32,33,39,28,30,75,79,87,65,67],
[78,87,49,51,63,5,5,53,58,62,23,29,31,19,24,4,5,6,79,80],
[48,60,68,71,79,25,26,11,12,13,87,90,95,9,9,29,31,47,57,71],
[57,59,8,10,12,77,96,80,100,104,72,79,88,29,55,52,80,89,49,72],
[72,101,79,82,88,16,20,1,1,1,14,16,18,40,40,6,7,9,54,72],
[59,78,12,16,16,16,19,34,38,44,13,19,20,25,29,56,63,66,41,60],
[71,76,57,60,71,56,79,3,3,3,38,45,49,51,58,79,90,95,68,72],
[35,38,7,9,9,97,106,1,1,1,65,68,74,93,100,14,14,17,57,70],
[39,42,87,89,110,15,19,59,63,76,7,12,15,67,78,32,46,50,41,45],
[84,85,17,23,25,55,66,14,18,18,44,47,55,14,18,24,28,34,87,124],
[4,5,61,63,76,29,29,47,59,68,23,26,39,34,36,58,70,71,13,14],
[22,32,14,15,17,12,12,9,12,13,36,45,56,71,72,42,55,62,46,68],
[66,78,29,29,35,26,29,62,65,82,1,1,1,34,42,70,84,96,56,64],
[36,56,6,7,8,72,89,40,59,61,41,51,52,20,22,20,23,25,79,95],
[61,71,28,33,34,23,23,14,14,16,21,22,25,32,35,16,22,24,48,55],
[85,89,95,99,113,11,13,46,54,63,45,45,46,80,88,66,68,102,37,44],
[36,38,56,80,85,4,4,73,77,95,1,1,1,83,98,24,27,30,23,26],
[38,42,1,1,1,19,23,5,5,6,24,25,27,76,88,80,83,90,37,91],
[8,9,23,27,37,93,103,11,13,15,10,12,13,35,35,50,64,73,52,64],
[26,29,28,33,40,55,66,58,69,83,43,44,50,50,57,86,95,104,90,104],
[88,102,61,80,83,41,49,60,80,90,92,92,98,65,66,78,93,105,67,82],
[9,10,54,63,68,49,60,37,41,45,7,7,8,34,50,28,30,36,23,24],
[34,45,76,85,99,14,16,59,67,77,87,95,97,6,7,23,27,28,30,37],
[11,15,15,18,19,36,41,75,102,102,8,9,9,55,61,86,108,119,34,41],
[49,62,76,80,85,41,52,64,75,103,2,2,2,78,83,44,48,49,31,39],
[77,87,23,29,29,34,46,9,9,9,77,85,87,72,107,23,27,28,62,68],
[30,31,35,40,49,70,107,62,66,67,15,17,18,24,26,80,85,91,82,95],
[27,29,85,110,117,33,38,49,52,56,19,24,24,43,69,31,31,39,45,47],
[48,80,16,16,21,4,6,28,32,36,62,67,72,38,42,11,11,12,35,40],
[44,59,67,80,86,7,9,88,94,99,25,25,28,72,91,63,82,84,28,39],
[103,108,7,7,7,28,33,71,87,91,58,61,62,17,23,23,27,29,37,61],
[51,59,44,53,55,78,81,67,86,93,82,85,118,69,79,75,86,90,41,51],
[35,41,14,15,17,51,73,35,44,50,9,9,10,111,115,26,29,32,70,90],
[69,79,38,45,48,95,102,34,41,45,25,29,30,69,70,8,9,10,59,63],
[28,29,56,64,71,57,65,59,66,69,69,78,79,22,27,22,25,34,53,64],
[16,21,47,48,49,33,66,13,13,14,63,71,82,61,62,95,106,123,54,58],
[24,25,90,90,102,64,68,28,36,38,73,97,100,32,33,19,23,28,12,14],
[3,3,88,93,97,79,105,50,52,54,50,59,61,51,60,22,25,27,53,74],
[55,75,28,34,41,38,53,25,32,34,16,19,25,57,90,54,60,69,39,49],
[28,32,19,25,28,31,33,52,66,72,28,28,31,9,13,73,78,88,33,42],
[55,57,50,61,63,21,25,37,40,66,73,85,90,22,27,56,61,69,43,43],
[58,68,65,65,71,49,53,54,60,64,47,49,58,90,131,30,39,43,78,97],
[35,35,26,27,35,67,92,78,81,92,60,67,73,35,55,72,76,81,31,32],
[43,54,30,38,51,18,26,45,56,61,47,51,66,56,89,52,63,64,87,101],
[43,44,64,85,107,78,91,16,18,19,25,28,29,83,105,42,44,45,85,96],
[85,99,12,13,14,79,94,22,30,31,90,94,96,50,64,57,58,59,63,65],
[14,15,12,12,16,80,108,7,7,8,45,48,52,32,38,23,24,26,88,93],
[25,36,63,80,90,110,115,34,57,68,40,44,48,28,30,33,38,50,31,35],
[56,72,29,32,33,74,74,66,72,75,34,34,39,43,68,62,80,90,15,16],
[52,58,44,58,60,22,27,81,82,115,13,16,16,66,83,76,100,103,79,101],
[40,62,66,68,69,25,31,65,73,91,59,60,61,64,75,70,88,99,28,31],
