nbJobs =100;
nbStages =5;
nbMach =[0,2,3,2,3,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[32,34,69,70,73,61,106,32,37,48,20,25,34],
[6,7,56,82,91,48,55,38,62,66,63,65,71],
[1,1,71,71,79,23,24,1,1,1,62,84,105],
[54,58,60,89,89,34,39,60,75,80,71,74,87],
[98,108,60,71,86,19,27,68,75,98,30,31,46],
[45,50,84,101,103,46,53,54,62,74,41,48,51],
[70,77,63,66,73,6,7,69,72,83,9,10,10],
[21,23,72,95,104,4,4,72,82,84,70,86,93],
[66,83,22,24,26,56,68,44,52,57,2,3,4],
[9,9,93,93,106,42,48,5,5,6,3,5,5],
[97,98,51,52,54,56,60,47,52,52,31,32,35],
[33,47,41,45,58,37,53,9,9,11,27,30,32],
[40,42,53,57,68,32,33,51,58,77,7,7,7],
[12,14,16,23,32,55,68,58,59,76,22,24,27],
[17,20,73,76,79,46,52,20,23,23,18,22,28],
[7,8,81,82,97,65,66,20,23,29,7,11,12],
[100,106,67,68,70,29,31,67,73,90,12,13,16],
[78,87,7,7,9,56,69,34,38,40,42,58,71],
[49,56,5,5,7,10,11,54,61,66,79,89,94],
[15,17,78,93,102,14,18,45,46,50,5,5,6],
[34,39,11,12,14,43,58,9,13,15,19,22,24],
[78,105,30,34,43,72,93,48,52,67,48,59,63],
[63,112,55,67,70,69,81,81,84,110,54,80,91],
[83,104,72,74,88,51,59,51,57,59,19,20,20],
[68,71,15,20,22,53,57,25,26,35,9,11,11],
[3,4,80,85,92,97,118,69,77,104,72,74,75],
[82,92,5,6,7,23,32,32,34,39,73,95,111],
[4,6,50,51,59,57,86,63,78,105,1,1,1],
[54,55,45,58,61,21,24,73,86,99,83,88,92],
[2,2,29,40,44,65,68,9,11,13,72,74,99],
[86,99,72,75,78,21,34,19,20,20,14,19,21],
[24,28,88,101,110,9,14,4,4,4,3,3,3],
[54,58,68,77,84,58,74,110,118,123,85,86,94],
[3,3,78,89,92,47,54,67,100,110,35,36,46],
[12,16,74,75,79,64,67,33,38,39,14,19,23],
[7,7,45,55,60,60,89,73,74,84,49,54,56],
[43,48,47,56,66,31,36,37,39,42,54,59,63],
[4,4,84,101,105,72,99,57,60,69,95,95,101],
[20,20,66,78,99,65,76,33,34,40,21,28,28],
[63,85,84,106,110,8,9,74,90,110,12,12,13],
[33,41,32,38,41,21,28,28,32,44,48,52,75],
[75,79,8,8,11,17,20,32,34,43,51,56,56],
[15,16,68,70,79,95,117,61,82,89,92,95,105],
[6,6,24,27,34,77,98,35,37,49,26,30,32],
[17,26,16,16,17,57,58,21,26,27,34,53,56],
[33,55,26,26,34,98,106,8,9,9,19,22,23],
[12,14,22,23,26,70,83,45,56,62,21,22,34],
[23,34,18,23,23,64,73,46,55,62,19,22,26],
[65,89,24,25,37,60,68,72,78,81,54,66,75],
[49,62,19,20,21,11,12,22,33,34,48,48,54],
[67,82,23,24,24,27,28,23,24,32,51,61,67],
[67,71,21,22,24,65,66,46,50,51,48,61,77],
[66,102,15,16,18,69,78,60,80,82,6,8,9],
[80,81,58,65,69,51,57,43,52,56,68,92,96],
[15,25,31,32,46,34,36,87,90,98,58,63,63],
[82,119,73,80,85,12,14,51,67,89,64,73,91],
[93,126,3,3,3,46,63,48,60,63,32,37,45],
[81,102,3,3,3,12,13,84,97,97,83,98,98],
[54,55,19,23,27,89,98,2,2,2,60,62,78],
[31,36,65,68,89,41,44,20,23,27,4,5,5],
[12,16,73,101,127,35,44,6,6,8,68,73,100],
[58,69,38,41,47,57,61,81,86,96,14,16,17],
[13,17,84,88,89,32,34,69,101,119,73,77,78],
[47,56,47,57,61,48,65,27,28,28,69,81,87],
[54,57,45,46,46,93,104,70,101,102,21,21,22],
[41,53,67,70,86,35,52,34,56,68,96,97,99],
[63,68,64,104,112,47,52,20,23,28,20,20,21],
[7,7,19,30,34,54,60,63,68,73,50,57,69],
[61,68,54,64,88,24,32,55,103,106,66,77,101],
[63,78,1,1,1,2,2,61,68,70,74,95,99],
