nbJobs =100;
nbStages =5;
nbMach =[0,3,3,3,3,2];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[61,78,91,48,49,54,66,67,77,10,11,15,105,106],
[67,77,93,38,46,56,76,77,109,52,58,65,2,2],
[42,44,54,64,88,95,2,2,2,28,30,38,94,100],
[31,33,46,84,90,103,11,11,14,20,21,26,37,41],
[32,35,41,86,99,101,29,37,39,80,93,106,78,100],
[51,79,81,22,23,27,74,78,79,15,16,19,33,34],
[16,20,24,55,57,69,24,26,27,81,112,112,83,96],
[58,79,90,56,82,82,63,79,81,80,88,95,7,8],
[57,64,89,59,72,89,30,42,42,69,75,88,48,61],
[76,76,82,6,7,9,47,47,65,88,92,101,34,38],
[3,3,5,47,67,78,65,79,80,11,14,16,54,60],
[30,35,39,50,61,70,55,68,76,64,68,76,40,53],
[65,80,84,31,33,38,28,30,40,59,63,67,67,74],
[77,84,86,72,89,100,53,53,71,43,44,45,89,94],
[31,37,48,44,47,64,25,39,45,27,30,38,39,44],
[10,10,13,29,41,49,51,79,80,66,67,68,79,90],
[47,50,63,81,94,117,7,8,9,65,69,92,77,116],
[7,7,7,71,84,87,43,51,52,79,85,113,8,10],
[83,95,104,2,2,2,26,30,37,28,32,35,63,73],
[62,83,102,49,50,58,38,41,46,43,46,69,36,40],
[69,78,95,84,85,93,86,96,102,32,36,53,35,36],
[55,63,65,97,117,120,87,89,94,42,56,69,31,42],
[38,41,42,41,46,52,18,25,27,32,35,39,37,52],
[87,97,121,36,36,44,9,10,10,7,8,11,63,89],
[55,57,60,23,27,28,48,65,66,66,67,70,49,53],
[59,92,95,3,3,3,55,76,77,5,6,7,14,18],
[46,71,73,41,54,68,57,58,72,91,91,96,28,38],
[2,2,2,77,86,90,23,27,31,20,31,34,31,32],
[102,110,122,22,35,37,83,90,90,24,29,31,72,84],
[19,19,20,23,26,31,6,7,8,89,93,107,41,68],
[51,58,69,69,79,87,1,1,1,75,78,86,22,23],
[76,79,80,62,82,100,8,9,10,21,25,28,63,71],
[67,80,88,57,63,91,41,48,58,67,69,86,17,20],
[78,96,98,23,29,29,58,71,86,9,10,10,44,56],
[27,41,49,37,44,47,71,82,83,14,16,20,5,5],
[93,98,104,29,33,40,19,19,20,1,1,1,17,29],
[53,59,72,51,53,55,64,65,79,42,59,68,24,29],
[69,73,96,100,106,112,78,86,101,48,54,59,75,78],
[43,57,64,68,82,84,34,37,51,63,66,69,18,19],
[85,85,95,65,74,90,11,11,14,87,93,103,49,53],
[55,58,68,33,39,40,76,81,100,69,86,100,39,43],
[69,72,78,58,69,79,2,2,2,28,29,38,80,82],
[16,18,18,33,36,38,24,39,39,36,45,51,36,36],
[23,33,37,47,54,67,7,8,9,15,16,17,21,22],
[5,8,9,20,21,25,76,79,79,44,53,57,58,79],
[38,41,59,62,68,97,23,25,28,41,43,53,19,25],
[21,34,34,58,70,80,51,51,55,35,37,39,30,31],
[59,73,77,76,85,102,46,51,52,62,72,85,42,61],
[10,12,12,2,2,2,26,30,31,82,92,106,22,23],
[7,8,8,78,79,82,46,49,49,49,67,74,15,20],
[30,36,41,24,26,34,61,72,78,56,82,88,77,82],
[48,57,62,28,30,38,24,29,30,21,21,22,31,41],
[78,86,95,35,44,48,46,50,52,39,40,44,68,123],
[34,41,43,98,103,109,25,28,36,71,91,97,67,94],
[42,46,52,48,54,55,58,74,75,76,92,96,63,101],
[71,103,111,81,90,102,100,102,105,74,81,82,20,21],
[53,54,63,11,12,14,8,10,11,40,43,56,47,58],
[79,87,96,64,90,93,14,19,29,49,49,55,7,7],
[5,6,6,57,63,76,60,62,68,29,30,31,15,19],
[27,35,42,54,56,60,72,79,103,15,17,22,68,109],
[14,15,15,68,70,85,9,12,12,51,78,82,38,45],
[67,68,112,13,17,18,15,18,23,58,72,90,22,22],
[23,26,27,42,60,61,81,93,103,74,74,90,58,61],
[59,59,62,52,69,82,11,13,15,26,34,37,44,57],
[42,44,45,4,5,5,74,78,86,26,30,31,17,22],
[10,12,13,16,16,17,33,40,43,86,88,103,32,54],
[26,31,37,48,60,61,2,2,2,54,69,88,91,95],
[48,67,68,37,40,44,74,78,85,83,86,93,47,59],
[29,35,39,60,75,87,70,89,96,80,88,96,20,24],
[14,16,18,25,25,28,68,83,98,74,75,90,68,70],
[8,11,12,86,91,101,35,39,39,44,51,61,8,9],
[39,56,58,42,46,55,87,106,119,56,65,68,35,38],
[46,54,65,72,74,81,41,60,62,76,80,86,4,7],
[64,69,82,43,55,56,56,64,73,68,76,76,71,111],
[62,64,72,68,79,98,78,104,109,9,12,13,111,122],
[41,43,45,12,12,16,44,46,53,41,41,45,51,75],
[28,36,41,32,36,36,49,50,55,60,61,80,16,17],
[80,103,104,33,33,40,56,68,79,16,16,17,34,35],
[50,52,70,34,42,43,50,72,76,98,103,109,37,39],
[30,31,36,73,80,83,20,34,38,79,94,95,4,8],
[34,36,43,2,3,3,102,102,105,25,26,31,68,93],
[2,2,2,64,72,97,39,46,47,81,82,84,9,11],
[105,116,120,78,79,82,56,63,69,52,53,66,68,70],
[62,72,74,27,27,30,9,9,10,82,88,90,90,99],
[41,41,43,45,68,69,16,21,23,68,93,106,16,21],
[7,8,9,65,65,74,3,3,3,49,56,82,79,102],
[81,93,112,36,39,42,35,40,53,50,77,80,91,104],
[18,19,20,49,52,57,95,102,109,39,43,47,49,52],
[8,8,8,19,21,26,77,87,89,78,111,121,85,104],
[15,19,22,25,32,43,77,78,98,54,66,78,41,45],
[51,60,72,71,79,85,66,87,92,26,27,37,34,36],
[69,75,76,62,82,106,36,41,48,38,42,43,74,85],
[1,1,1,81,104,128,64,67,77,2,2,2,7,11],
[7,7,7,23,24,30,80,95,97,11,19,23,38,53],
[13,20,22,33,41,48,59,67,92,58,59,76,11,14],
[98,109,129,4,4,5,49,53,57,63,64,68,29,30],
[70,74,77,91,95,97,73,83,88,58,68,75,7,13],
[18,21,23,64,64,92,78,81,88,48,55,60,55,63],
[55,58,65,52,61,79,40,53,61,84,84,104,23,28],
[65,80,82,8,12,14,20,21,25,12,16,16,20,22]
];
OpDue = [2516,2187,2080,1619,2787,1772,2377,2548,2505,2144,1704,2217,2212,2911,1599,2177,2644,1901,1813,2136,2708,2836,1519,1877,2093,1411,2445,1385,2691,1631,1927,2083,2321,1992,1456,1405,2132,3231,2063,2576,2475,2051,1336,1060,1817,1717,1751,2652,1265,1729,2311,1381,2516,2713,2704,3103,1420,1987,1451,2260,1695,1699,2487,1788,1409,1616,2024,2565,2427,2189,1609,2417,2169,2813,2980,1675,1636,1996,2435,1896,2009,1728,3056,2303,1839,1855,2748,2137,2497,1963,2288,2551,1485,1492,1668,2111,2611,2317,2327,1157];
