nbJobs =50;
nbStages =5;
nbMach =[0,2,3,3,3,2];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[43,49,71,80,85,44,48,57,3,4,6,56,69],
[41,47,27,37,41,61,65,69,14,14,16,48,53],
[26,32,38,49,60,5,5,6,25,30,36,67,83],
[26,34,2,2,2,58,76,92,33,44,50,65,70],
[17,18,80,81,100,35,43,47,65,80,87,72,78],
[36,46,14,15,20,81,87,116,27,35,41,25,35],
[14,15,61,62,79,50,56,66,61,71,75,52,69],
[20,20,8,8,8,37,53,55,31,35,37,13,16],
[56,67,52,52,67,21,26,32,33,36,36,41,59],
[6,7,20,27,28,98,108,117,41,46,52,33,35],
[52,57,2,2,2,40,51,54,91,95,123,39,42],
[3,3,38,40,44,9,16,23,29,33,43,22,26],
[79,114,73,77,79,82,89,102,86,89,90,20,20],
[23,35,78,83,88,79,85,105,103,103,111,1,1],
[88,92,68,78,87,9,12,13,14,14,14,47,52],
[60,61,5,5,7,47,61,67,21,22,22,43,65],
[34,47,3,5,6,33,35,37,54,73,85,51,70],
[70,83,8,11,12,57,70,85,4,7,8,18,27],
[63,65,33,35,39,28,31,37,67,78,82,109,113],
[5,6,52,53,55,95,95,110,29,31,36,90,126],
[6,8,73,79,95,62,99,102,13,23,23,18,20],
[21,27,56,69,74,56,80,87,20,23,25,78,79],
[66,74,24,30,36,60,69,74,35,36,41,29,44],
[2,2,1,1,1,15,17,21,37,39,50,80,81],
[1,1,61,64,78,78,79,105,69,71,78,34,44],
[59,72,22,23,24,30,37,43,39,44,46,6,6],
[7,8,8,13,15,57,68,81,1,1,1,56,73],
[13,15,6,8,8,51,62,63,82,102,112,34,39],
[43,48,76,78,109,63,64,67,25,31,38,103,108],
[106,106,60,71,74,46,51,53,85,108,117,35,39],
[47,57,62,81,92,7,7,8,56,59,84,24,25],
[97,103,13,15,15,7,7,7,40,41,42,54,60],
[26,29,63,88,91,46,47,52,83,84,114,58,59],
[63,71,40,54,68,78,85,90,27,28,30,16,21],
[39,40,85,95,97,57,64,69,24,28,28,10,15],
[26,27,84,101,102,5,6,6,55,65,89,2,2],
[69,110,45,48,54,3,3,3,40,55,64,42,47],
[50,58,50,52,55,81,85,99,35,38,48,47,52],
[1,1,21,22,27,57,100,102,57,61,73,28,36],
[61,83,22,24,25,26,36,39,61,64,66,69,71],
[51,60,87,92,95,93,94,94,21,24,25,29,42],
[46,52,77,78,85,83,91,114,84,86,87,2,2],
[52,55,56,72,80,15,16,16,37,39,49,37,39],
[44,47,32,33,38,41,42,57,72,80,82,2,3],
[47,48,43,57,71,51,67,69,55,78,84,42,58],
[21,26,13,17,17,14,19,20,19,23,26,9,13],
[20,21,44,58,62,55,61,67,95,103,110,66,72],
[84,100,78,82,98,52,85,88,68,69,74,59,60],
[32,40,16,20,20,4,4,4,1,1,1,26,30],
[68,80,13,13,18,21,21,25,79,93,93,65,85]
];
OpDue = [1206,1046,943,1086,1493,1082,1343,626,1149,1098,1242,593,1861,1542,1213,1001,1057,932,1592,1494,1078,1329,1208,716,1338,871,768,1076,1673,1823,1143,1097,1543,1261,1172,998,1195,1423,1032,1315,1497,1563,1091,1035,1446,453,1539,1914,438,1372];
