nbJobs =50;
nbStages =5;
nbMach =[0,3,2,3,3,3];
nbWork =[0,2,2,2,2,2];
B=10000;
OpDurations = [
[44,53,73,68,87,49,57,64,67,78,79,53,81,89],
[66,95,99,22,26,42,49,49,23,25,26,10,12,14],
[38,44,51,72,84,57,75,77,79,104,117,74,74,83],
[61,75,89,85,117,30,35,39,22,23,33,51,91,94],
[43,46,51,33,45,19,22,25,7,8,8,16,18,21],
[50,54,55,21,26,46,58,60,42,42,46,78,78,114],
[103,111,111,37,38,58,66,75,36,38,39,68,78,103],
[46,51,51,90,100,23,24,30,69,69,88,2,4,5],
[67,81,86,75,89,20,26,28,26,27,30,67,74,74],
[54,67,72,27,37,36,37,48,87,94,147,89,93,126],
[70,77,93,21,24,84,92,93,19,21,25,65,78,80],
[12,12,13,22,32,74,77,92,24,26,27,22,24,33],
[97,108,113,66,71,47,69,70,15,17,20,51,66,75],
[73,75,88,53,54,40,43,44,25,28,29,75,90,99],
[4,4,4,18,22,35,39,42,53,58,76,40,45,50],
[89,89,99,56,62,51,79,106,19,23,24,95,99,108],
[2,2,2,52,60,64,79,86,57,61,63,17,19,23],
[71,91,107,5,6,55,69,79,84,103,105,28,30,48],
[57,61,73,50,58,70,82,90,53,57,62,13,13,14],
[17,21,22,40,58,8,9,9,66,71,79,31,32,41],
[35,36,37,2,2,7,12,13,33,38,49,46,49,62],
[50,52,53,66,76,80,98,99,93,94,104,83,93,98],
[79,85,115,85,106,32,42,48,61,84,93,79,85,89],
[6,7,9,93,103,59,64,73,1,1,1,71,72,87],
[71,85,88,23,30,20,22,24,82,93,113,68,74,79],
[90,98,107,47,60,19,23,24,23,30,38,30,31,36],
[67,76,83,4,6,57,73,93,8,9,9,2,2,2],
[4,5,6,96,101,17,20,24,21,23,24,52,60,75],
[40,41,48,50,76,30,32,36,73,85,89,37,48,53],
[100,110,121,74,85,43,51,55,10,14,17,74,79,84],
[10,11,15,94,108,18,19,21,12,12,15,64,67,74],
[62,64,64,83,86,58,61,95,61,74,96,33,46,59],
[37,49,50,30,39,90,96,99,64,73,89,3,3,3],
[43,48,52,77,79,24,25,27,35,41,47,40,54,66],
[2,2,2,12,12,71,79,98,29,33,38,58,60,91],
[34,35,42,69,75,24,29,37,25,26,34,73,96,101],
[28,28,33,30,34,34,35,38,24,30,35,27,30,35],
[61,73,79,23,25,11,14,15,81,96,103,46,51,55],
[25,25,30,15,17,57,71,75,12,13,15,52,53,78],
[17,20,23,48,49,70,79,87,39,45,51,55,60,76],
[75,84,85,13,13,68,70,101,16,18,20,42,61,61],
[72,75,81,8,14,8,10,12,88,103,109,74,75,76],
[3,3,5,67,87,29,30,31,6,6,8,72,73,82],
[58,58,72,8,9,9,9,9,9,10,11,9,11,11],
[31,33,35,17,26,7,7,8,43,50,54,62,70,75],
[53,55,59,66,66,106,107,112,70,84,89,15,16,20],
[41,49,54,27,35,69,84,88,11,12,16,68,79,84],
[81,103,110,30,43,42,59,61,28,34,34,82,83,89],
[29,34,40,75,76,47,65,69,47,63,64,17,24,26],
[37,39,46,43,48,9,10,10,48,50,57,65,77,79]
];
OpDue = [1699,970,1845,1577,668,1323,1664,1245,1420,1743,1441,862,1589,1449,850,1763,1072,1478,1345,922,705,2017,1964,1242,1498,1183,827,1044,1335,1661,1068,1711,1266,1227,998,1287,788,1262,923,1279,1233,1360,965,502,899,1640,1247,1526,1253,1106];
