/*********************************************
 * OPL 12.9.0.0 Data
 * Author: Administrator
 * Creation Date: 2019年7月25日 at 下午3:57:33
 *********************************************/
nbJobs = 10;
nbStages = 5;

nbMach = [2,2,2,3,3];
nbWker = [2,2,2,2,2];

Ops = {
<	1	,	0	,	0	>	,
<	2	,	0	,	1	>	,
<	3	,	0	,	2	>	,
<	4	,	0	,	3	>	,
<	5	,	0	,	4	>	,
<	6	,	1	,	0	>	,
<	7	,	1	,	1	>	,
<	8	,	1	,	2	>	,
<	9	,	1	,	3	>	,
<	10	,	1	,	4	>	,
<	11	,	2	,	0	>	,
<	12	,	2	,	1	>	,
<	13	,	2	,	2	>	,
<	14	,	2	,	3	>	,
<	15	,	2	,	4	>	,
<	16	,	3	,	0	>	,
<	17	,	3	,	1	>	,
<	18	,	3	,	2	>	,
<	19	,	3	,	3	>	,
<	20	,	3	,	4	>	,
<	21	,	4	,	0	>	,
<	22	,	4	,	1	>	,
<	23	,	4	,	2	>	,
<	24	,	4	,	3	>	,
<	25	,	4	,	4	>	,
<	26	,	5	,	0	>	,
<	27	,	5	,	1	>	,
<	28	,	5	,	2	>	,
<	29	,	5	,	3	>	,
<	30	,	5	,	4	>	,
<	31	,	6	,	0	>	,
<	32	,	6	,	1	>	,
<	33	,	6	,	2	>	,
<	34	,	6	,	3	>	,
<	35	,	6	,	4	>	,
<	36	,	7	,	0	>	,
<	37	,	7	,	1	>	,
<	38	,	7	,	2	>	,
<	39	,	7	,	3	>	,
<	40	,	7	,	4	>	,
<	41	,	8	,	0	>	,
<	42	,	8	,	1	>	,
<	43	,	8	,	2	>	,
<	44	,	8	,	3	>	,
<	45	,	8	,	4	>	,
<	46	,	9	,	0	>	,
<	47	,	9	,	1	>	,
<	48	,	9	,	2	>	,
<	49	,	9	,	3	>	,
<	50	,	9	,	4	>	
};

OpDurations = {
<	1	,	0	,	0	,	0	,	0	,	466	,	59	>	,
<	1	,	0	,	0	,	0	,	1	,	466	,	59	>	,
<	1	,	0	,	0	,	1	,	0	,	466	,	68	>	,
<	1	,	0	,	0	,	1	,	1	,	466	,	68	>	,
<	2	,	0	,	1	,	2	,	2	,	466	,	49	>	,
<	2	,	0	,	1	,	2	,	3	,	466	,	49	>	,
<	2	,	0	,	1	,	3	,	2	,	466	,	53	>	,
<	2	,	0	,	1	,	3	,	3	,	466	,	53	>	,
<	3	,	0	,	2	,	4	,	4	,	466	,	30	>	,
<	3	,	0	,	2	,	4	,	5	,	466	,	30	>	,
<	3	,	0	,	2	,	5	,	4	,	466	,	31	>	,
<	3	,	0	,	2	,	5	,	5	,	466	,	31	>	,
<	4	,	0	,	3	,	6	,	6	,	466	,	69	>	,
<	4	,	0	,	3	,	6	,	7	,	466	,	69	>	,
<	4	,	0	,	3	,	7	,	6	,	466	,	69	>	,
<	4	,	0	,	3	,	7	,	7	,	466	,	69	>	,
<	4	,	0	,	3	,	8	,	6	,	466	,	98	>	,
<	4	,	0	,	3	,	8	,	7	,	466	,	98	>	,
<	5	,	0	,	4	,	9	,	8	,	466	,	9	>	,
<	5	,	0	,	4	,	9	,	9	,	466	,	9	>	,
<	5	,	0	,	4	,	10	,	8	,	466	,	9	>	,
<	5	,	0	,	4	,	10	,	9	,	466	,	9	>	,
<	5	,	0	,	4	,	11	,	8	,	466	,	10	>	,
<	5	,	0	,	4	,	11	,	9	,	466	,	10	>	,
<	6	,	1	,	0	,	0	,	0	,	457	,	88	>	,
<	6	,	1	,	0	,	0	,	1	,	457	,	88	>	,
<	6	,	1	,	0	,	1	,	0	,	457	,	131	>	,
<	6	,	1	,	0	,	1	,	1	,	457	,	131	>	,
<	7	,	1	,	1	,	2	,	2	,	457	,	6	>	,
